Time,Open,High,Low,Last,Change,%Chg,Volume
02/24/2012,1363.46,1368.92,1363.46,1365.74,2.28,+0.17%,472036608
02/23/2012,1357.53,1364.24,1352.28,1363.46,5.8,+0.43%,568546624
02/22/2012,1362.11,1362.7,1355.53,1357.66,-4.55,-0.33%,564038016
02/21/2012,1361.22,1367.76,1358.11,1362.21,0.98,+0.07%,621983488
02/17/2012,1358.06,1363.4,1357.24,1361.23,3.19,+0.23%,847908800
02/16/2012,1342.61,1359.02,1341.22,1358.04,14.81,+1.10%,613533696
02/15/2012,1350.52,1355.87,1340.8,1343.23,-7.27,-0.54%,620012224
02/14/2012,1351.3,1351.3,1340.83,1350.5,-1.27,-0.09%,575332480
02/13/2012,1343.06,1353.35,1343.06,1351.77,9.13,+0.68%,509390592
02/10/2012,1351.21,1351.21,1337.35,1342.64,-9.31,-0.69%,563291584
02/09/2012,1349.97,1354.32,1344.63,1351.95,1.99,+0.15%,607917888
02/08/2012,1347.04,1351,1341.95,1349.96,2.91,+0.22%,595613824
02/07/2012,1344.33,1349.24,1335.92,1347.05,2.72,+0.20%,535133184
02/06/2012,1344.32,1344.36,1337.52,1344.33,-0.57,-0.04%,531777312
02/03/2012,1326.21,1345.34,1326.21,1344.9,19.36,+1.46%,665334592
02/02/2012,1324.24,1329.19,1321.57,1325.54,1.45,+0.11%,584223680
02/01/2012,1312.45,1330.52,1312.45,1324.09,11.68,+0.89%,672663488
01/31/2012,1313.53,1321.41,1306.69,1312.41,-0.6,-0.05%,797230528
01/30/2012,1316.16,1316.16,1300.49,1313.01,-3.32,-0.25%,577400512
01/27/2012,1318.25,1320.06,1311.72,1316.33,-2.1,-0.16%,676624704
01/26/2012,1326.28,1333.47,1313.6,1318.43,-7.62,-0.57%,701746304
01/25/2012,1314.4,1328.3,1307.65,1326.05,11.4,+0.87%,692687488
01/24/2012,1315.96,1315.96,1306.06,1314.65,-1.35,-0.10%,584740672
01/23/2012,1315.29,1322.28,1309.89,1316,0.62,+0.05%,583433088
01/20/2012,1314.49,1315.38,1309.17,1315.38,0.88,+0.07%,878320192
01/19/2012,1308.07,1315.49,1308.07,1314.5,6.46,+0.49%,663577728
01/18/2012,1293.65,1308.11,1290.99,1308.04,14.37,+1.11%,675850176
01/17/2012,1290.22,1303,1290.22,1293.67,4.58,+0.36%,641969088
01/13/2012,1294.82,1294.82,1277.58,1289.09,-6.41,-0.49%,656666304
01/12/2012,1292.48,1296.82,1285.77,1295.5,3.02,+0.23%,580177728
01/11/2012,1292.02,1293.8,1285.41,1292.48,0.4,+0.03%,568741632
01/10/2012,1280.77,1296.46,1280.77,1292.08,11.38,+0.89%,653259072
01/09/2012,1277.83,1281.99,1274.55,1280.7,2.89,+0.23%,582309824
01/06/2012,1280.93,1281.84,1273.34,1277.81,-3.25,-0.25%,586007488
01/05/2012,1277.3,1283.05,1265.26,1281.06,3.76,+0.29%,661073472
01/04/2012,1277.03,1278.73,1268.1,1277.3,0.24,+0.02%,613302400
01/03/2012,1258.86,1284.62,1258.86,1277.06,19.46,+1.55%,662715776
12/30/2011,1262.82,1264.12,1257.46,1257.6,-5.42,-0.43%,422083392
12/29/2011,1249.75,1263.54,1249.75,1263.02,13.38,+1.07%,375206304
12/28/2011,1265.38,1265.85,1248.64,1249.64,-15.79,-1.25%,388379104
12/27/2011,1265.02,1269.37,1262.3,1265.43,0.1,+0.01%,347088192
12/23/2011,1254,1265.42,1254,1265.33,11.33,+0.90%,352910112
12/22/2011,1243.72,1255.22,1243.72,1254,10.28,+0.83%,615073088
12/21/2011,1241.25,1245.09,1229.51,1243.72,2.42,+0.19%,715569984
12/20/2011,1205.72,1242.82,1205.72,1241.3,35.95,+2.98%,741105792
12/19/2011,1219.74,1224.57,1202.37,1205.35,-14.31,-1.17%,569817600
12/16/2011,1216.09,1231.04,1215.2,1219.66,3.91,+0.32%,1403591936
12/15/2011,1212.12,1225.6,1212.12,1215.75,3.93,+0.32%,648747584
12/14/2011,1225.73,1225.73,1209.47,1211.82,-13.91,-1.13%,698587200
12/13/2011,1236.83,1249.86,1219.43,1225.73,-10.74,-0.87%,735543296
12/12/2011,1255.05,1255.05,1227.25,1236.47,-18.72,-1.49%,610944192
12/09/2011,1234.48,1258.25,1234.48,1255.19,20.84,+1.69%,607239872
12/08/2011,1260.87,1260.87,1231.47,1234.35,-26.66,-2.11%,710781376
12/07/2011,1258.14,1267.06,1244.8,1261.01,2.54,+0.20%,717576128
12/06/2011,1257.19,1266.03,1253.03,1258.47,1.39,+0.11%,595394688
12/05/2011,1244.33,1266.73,1244.33,1257.08,12.8,+1.03%,681306688
12/02/2011,1246.03,1260.08,1243.35,1244.28,-0.3,-0.02%,664845312
12/01/2011,1246.91,1251.09,1239.73,1244.58,-2.38,-0.19%,616267712
11/30/2011,1196.72,1247.11,1196.72,1246.96,51.77,+4.33%,1172115712
11/29/2011,1192.56,1203.67,1191.8,1195.19,2.64,+0.22%,647616320
11/28/2011,1158.67,1197.35,1158.67,1192.55,33.88,+2.92%,739215872
11/25/2011,1161.41,1172.66,1158.66,1158.67,-3.12,-0.27%,335956800
11/23/2011,1187.48,1187.48,1161.79,1161.79,-26.25,-2.21%,689777280
11/22/2011,1192.98,1196.81,1181.65,1188.04,-4.94,-0.41%,674946880
11/21/2011,1215.62,1215.62,1183.16,1192.98,-22.67,-1.86%,735398976
11/18/2011,1216.19,1223.51,1211.36,1215.65,-0.48,-0.04%,788140032
11/17/2011,1236.56,1237.73,1209.43,1216.13,-20.78,-1.68%,821929984
11/16/2011,1257.81,1259.61,1235.67,1236.91,-20.9,-1.66%,753340032
11/15/2011,1251.7,1264.25,1244.34,1257.81,6.03,+0.48%,624040000
11/14/2011,1263.85,1263.85,1246.68,1251.78,-12.07,-0.96%,532809984
11/11/2011,1240.12,1266.98,1240.12,1263.85,24.15,+1.95%,576659968
11/10/2011,1229.59,1246.22,1227.7,1239.7,10.6,+0.86%,686030016
11/09/2011,1275.18,1275.18,1226.64,1229.1,-46.82,-3.67%,850670016
11/08/2011,1261.12,1277.55,1254.99,1275.92,14.8,+1.17%,658670016
11/07/2011,1253.21,1261.7,1240.75,1261.12,7.89,+0.63%,599440000
11/04/2011,1260.82,1260.82,1238.92,1253.23,-7.92,-0.63%,650220032
11/03/2011,1238.25,1263.21,1234.81,1261.15,23.25,+1.88%,794560000
11/02/2011,1219.62,1242.48,1219.62,1237.9,19.62,+1.61%,750430016
11/01/2011,1251,1251,1215.42,1218.28,-35.02,-2.79%,1000040000
10/31/2011,1284.96,1284.96,1253.16,1253.3,-31.78,-2.47%,860390016
10/28/2011,1284.39,1287.08,1277.01,1285.08,0.49,+0.04%,773580032
10/27/2011,1243.97,1292.66,1243.97,1284.59,42.59,+3.43%,1060889984
10/26/2011,1229.17,1246.28,1221.06,1242,12.95,+1.05%,892520000
10/25/2011,1253.86,1253.86,1226.79,1229.05,-25.14,-2.00%,773139968
10/24/2011,1238.72,1256.55,1238.72,1254.19,15.94,+1.29%,699000000
10/21/2011,1215.39,1239.03,1215.39,1238.25,22.86,+1.88%,1039830016
10/20/2011,1209.92,1219.53,1197.34,1215.39,5.51,+0.46%,768300032
10/19/2011,1223.46,1229.64,1206.31,1209.88,-15.5,-1.26%,775560000
10/18/2011,1200.75,1233.1,1191.48,1225.38,24.52,+2.04%,851040000
10/17/2011,1224.47,1224.47,1198.55,1200.86,-23.72,-1.94%,679100032
10/14/2011,1205.65,1224.61,1205.65,1224.58,20.92,+1.74%,627750016
10/13/2011,1206.96,1207.46,1190.58,1203.66,-3.59,-0.30%,677870016
10/12/2011,1196.19,1220.25,1196.19,1207.25,11.71,+0.98%,805600000
10/11/2011,1194.6,1199.24,1187.3,1195.54,0.65,+0.05%,650419968
10/10/2011,1158.15,1194.91,1158.15,1194.89,39.43,+3.41%,654860032
10/07/2011,1165.03,1171.4,1150.26,1155.46,-9.51,-0.82%,0
10/06/2011,1144.11,1165.55,1134.95,1164.97,20.93,+1.83%,0
10/05/2011,1124.03,1146.07,1115.68,1144.04,20.09,+1.79%,0
10/04/2011,1097.42,1125.12,1074.77,1123.95,24.72,+2.25%,0
10/03/2011,1131.21,1138.99,1098.92,1099.23,-32.19,-2.85%,0
09/30/2011,1159.93,1159.93,1131.34,1131.42,-28.98,-2.50%,0
09/29/2011,1151.74,1175.87,1139.93,1160.4,9.34,+0.81%,0
09/28/2011,1175.39,1184.71,1150.4,1151.06,-24.32,-2.07%,0
09/27/2011,1163.32,1195.86,1163.32,1175.38,12.43,+1.07%,0
09/26/2011,1136.91,1164.19,1131.07,1162.95,26.52,+2.33%,0
09/23/2011,1128.82,1141.72,1121.36,1136.43,6.87,+0.61%,0
09/22/2011,1164.55,1164.55,1114.22,1129.56,-37.2,-3.19%,0
09/21/2011,1203.63,1206.3,1166.21,1166.76,-35.33,-2.94%,0
09/20/2011,1204.5,1220.39,1201.29,1202.09,-2.,-0.17%,0
09/19/2011,1214.99,1214.99,1188.36,1204.09,-11.92,-0.98%,0
09/16/2011,1209.21,1220.06,1204.46,1216.01,6.9,+0.57%,0
09/15/2011,1189.44,1209.11,1189.44,1209.11,20.43,+1.72%,0
09/14/2011,1173.32,1202.38,1162.73,1188.68,15.81,+1.35%,0
09/13/2011,1162.59,1176.41,1157.44,1172.87,10.6,+0.91%,0
09/12/2011,1153.5,1162.52,1136.07,1162.27,8.04,+0.70%,0
09/09/2011,1185.37,1185.37,1148.37,1154.23,-31.67,-2.67%,0
09/08/2011,1197.98,1204.4,1183.34,1185.9,-12.72,-1.06%,0
09/07/2011,1165.85,1198.62,1165.85,1198.62,33.38,+2.86%,0
09/06/2011,1173.97,1173.97,1140.13,1165.24,-8.73,-0.74%,0
09/02/2011,1203.9,1203.9,1170.56,1173.97,-30.45,-2.53%,0
09/01/2011,1219.12,1229.29,1203.85,1204.42,-14.47,-1.19%,0
08/31/2011,1213,1230.71,1209.35,1218.89,5.97,+0.49%,0
08/30/2011,1209.76,1220.1,1195.77,1212.92,2.84,+0.23%,0
08/29/2011,1177.91,1210.28,1177.91,1210.08,33.28,+2.83%,0
08/26/2011,1158.85,1181.23,1135.91,1176.8,17.53,+1.51%,0
08/25/2011,1176.69,1190.68,1155.47,1159.27,-18.33,-1.56%,0
08/24/2011,1162.16,1178.56,1156.3,1177.6,15.25,+1.31%,0
08/23/2011,1124.36,1162.35,1122.91,1162.35,38.53,+3.43%,0
08/22/2011,1123.55,1145.49,1121.09,1123.82,0.29,+0.03%,0
08/19/2011,1140.47,1154.54,1122.05,1123.53,-17.12,-1.50%,0
08/18/2011,1189.62,1189.62,1131.03,1140.65,-53.23,-4.46%,0
08/17/2011,1192.89,1208.47,1184.36,1193.88,1.12,+0.09%,0
08/16/2011,1204.22,1204.22,1180.53,1192.76,-11.73,-0.97%,0
08/15/2011,1178.86,1204.49,1178.86,1204.49,25.68,+2.18%,0
08/12/2011,1172.87,1189.04,1170.74,1178.81,6.17,+0.53%,0
08/11/2011,1121.3,1186.29,1121.3,1172.64,51.88,+4.63%,0
08/10/2011,1171.77,1171.77,1118.01,1120.76,-51.77,-4.42%,0
08/09/2011,1120.23,1172.88,1101.54,1172.53,53.07,+4.74%,0
08/08/2011,1198.48,1198.48,1119.28,1119.46,-79.92,-6.66%,0
08/05/2011,1200.28,1218.11,1168.09,1199.38,-0.69,-0.06%,0
08/04/2011,1260.23,1260.23,1199.54,1200.07,-60.27,-4.78%,0
08/03/2011,1254.25,1261.2,1234.56,1260.34,6.29,+0.50%,0
08/02/2011,1286.56,1286.56,1254.03,1254.05,-32.89,-2.56%,0
08/01/2011,1292.59,1307.38,1274.73,1286.94,-5.34,-0.41%,0
07/29/2011,1300.12,1304.16,1282.86,1292.28,-8.39,-0.65%,0
07/28/2011,1304.84,1316.32,1299.16,1300.67,-4.22,-0.32%,0
07/27/2011,1331.91,1331.91,1303.49,1304.89,-27.05,-2.03%,0
07/26/2011,1337.39,1338.51,1329.59,1331.94,-5.49,-0.41%,0
07/25/2011,1344.32,1344.32,1331.09,1337.43,-7.59,-0.56%,0
07/22/2011,1343.8,1346.1,1336.95,1345.02,1.22,+0.09%,0
07/21/2011,1325.65,1347,1325.65,1343.8,17.96,+1.35%,0
07/20/2011,1328.66,1330.43,1323.65,1325.84,-0.89,-0.07%,0
07/19/2011,1307.07,1328.14,1307.07,1326.73,21.29,+1.63%,0
07/18/2011,1315.94,1315.94,1295.92,1305.44,-10.7,-0.81%,0
07/15/2011,1308.87,1317.7,1307.52,1316.14,7.27,+0.56%,0
07/14/2011,1317.74,1326.88,1306.51,1308.87,-8.85,-0.67%,0
07/13/2011,1314.45,1331.48,1314.45,1317.72,4.08,+0.31%,0
07/12/2011,1319.61,1327.17,1313.33,1313.64,-5.85,-0.44%,0
07/11/2011,1343.31,1343.31,1316.42,1319.49,-24.31,-1.81%,0
07/08/2011,1352.39,1352.39,1333.71,1343.8,-9.42,-0.70%,0
07/07/2011,1339.62,1356.48,1339.62,1353.22,14,+1.05%,0
07/06/2011,1337.56,1340.94,1330.92,1339.22,1.34,+0.10%,0
07/05/2011,1339.59,1340.89,1334.3,1337.88,-1.79,-0.13%,0
07/01/2011,1320.64,1341.01,1318.18,1339.67,19.03,+1.44%,0
06/30/2011,1307.64,1321.97,1307.64,1320.64,13.23,+1.01%,0
06/29/2011,1296.85,1309.21,1296.85,1307.41,10.74,+0.83%,0
06/28/2011,1280.21,1296.8,1280.21,1296.67,16.57,+1.29%,0
06/27/2011,1268.44,1284.91,1267.53,1280.1,11.65,+0.92%,0
06/24/2011,1283.04,1283.93,1267.24,1268.45,-15.05,-1.17%,0
06/23/2011,1286.6,1286.6,1262.87,1283.5,-3.64,-0.28%,0
06/22/2011,1295.48,1298.61,1286.79,1287.14,-8.38,-0.65%,0
06/21/2011,1278.4,1297.62,1278.4,1295.52,17.16,+1.34%,0
06/20/2011,1271.5,1280.42,1267.56,1278.36,6.86,+0.54%,0
06/17/2011,1268.58,1279.82,1267.4,1271.5,3.86,+0.30%,0
06/16/2011,1265.53,1274.11,1258.07,1267.64,2.22,+0.18%,0
06/15/2011,1287.87,1287.87,1261.9,1265.42,-22.45,-1.74%,0
06/14/2011,1272.22,1292.5,1272.22,1287.87,16.04,+1.26%,0
06/13/2011,1271.31,1277.04,1265.64,1271.83,0.85,+0.07%,0
06/10/2011,1288.6,1288.6,1268.28,1270.98,-18.02,-1.40%,0
06/09/2011,1279.63,1294.54,1279.63,1289,9.44,+0.74%,0
06/08/2011,1284.63,1287.04,1277.42,1279.56,-5.38,-0.42%,0
06/07/2011,1286.31,1296.22,1284.74,1284.94,-1.23,-0.10%,0
06/06/2011,1300.26,1300.26,1284.72,1286.17,-13.99,-1.08%,0
06/03/2011,1312.94,1312.94,1297.9,1300.16,-12.78,-0.97%,0
06/02/2011,1314.55,1318.03,1305.61,1312.94,-1.61,-0.12%,0
06/01/2011,1345.2,1345.2,1313.71,1314.55,-30.65,-2.28%,0
05/31/2011,1331.1,1345.2,1331.1,1345.2,14.1,+1.06%,0
05/27/2011,1325.69,1334.62,1325.69,1331.1,5.41,+0.41%,0
05/26/2011,1320.64,1328.51,1314.41,1325.69,5.22,+0.40%,0
05/25/2011,1316.36,1325.86,1311.8,1320.47,4.19,+0.32%,0
05/24/2011,1317.7,1323.72,1313.87,1316.28,-1.09,-0.08%,0
05/23/2011,1333.07,1333.07,1312.88,1317.37,-15.9,-1.19%,0
05/20/2011,1342,1342,1330.67,1333.27,-10.33,-0.77%,0
05/19/2011,1342.4,1345.21,1336.36,1343.6,2.92,+0.22%,0
05/18/2011,1328.54,1341.82,1326.59,1340.68,11.7,+0.88%,0
05/17/2011,1326.1,1330.42,1318.51,1328.98,-0.49,-0.04%,0
05/16/2011,1334.77,1343.33,1327.32,1329.47,-8.3,-0.62%,0
05/13/2011,1348.69,1350.47,1333.36,1337.77,-10.88,-0.81%,0
05/12/2011,1339.39,1351.05,1332.03,1348.65,6.57,+0.49%,0
05/11/2011,1354.51,1354.51,1336.36,1342.08,-15.08,-1.11%,0
05/10/2011,1348.34,1359.44,1348.34,1357.16,10.87,+0.81%,0
05/09/2011,1340.2,1349.44,1338.64,1346.29,6.09,+0.45%,0
05/06/2011,1340.24,1354.36,1335.58,1340.2,5.1,+0.38%,0
05/05/2011,1344.16,1348,1329.17,1335.1,-12.22,-0.91%,0
05/04/2011,1355.9,1355.9,1341.5,1347.32,-9.3,-0.69%,0
05/03/2011,1359.76,1360.84,1349.52,1356.62,-4.6,-0.34%,0
05/02/2011,1365.21,1370.58,1358.59,1361.22,-2.39,-0.18%,0
04/29/2011,1360.48,1363.61,1360.48,1363.61,3.13,+0.23%,0
04/28/2011,1353.86,1361.71,1353.6,1360.48,4.82,+0.36%,0
04/27/2011,1348.43,1357.49,1344.25,1355.66,8.42,+0.62%,0
04/26/2011,1336.75,1349.55,1336.75,1347.24,11.99,+0.90%,0
04/25/2011,1337.14,1337.55,1331.47,1335.25,-2.13,-0.16%,0
04/21/2011,1333.23,1337.49,1332.83,1337.38,7.02,+0.53%,0
04/20/2011,1319.12,1332.66,1319.12,1330.36,17.74,+1.35%,0
04/19/2011,1305.99,1312.7,1303.97,1312.62,7.48,+0.57%,0
04/18/2011,1313.35,1313.35,1294.7,1305.14,-14.54,-1.10%,0
04/15/2011,1314.54,1322.88,1313.68,1319.68,5.16,+0.39%,0
04/14/2011,1311.13,1316.79,1302.42,1314.52,0.11,+0.01%,0
04/13/2011,1314.03,1321.35,1309.19,1314.41,0.25,+0.02%,0
04/12/2011,1321.96,1321.96,1309.51,1314.16,-10.3,-0.78%,0
04/11/2011,1329.01,1333.77,1321.06,1324.46,-3.71,-0.28%,0
04/08/2011,1336.16,1339.46,1322.94,1328.17,-5.34,-0.40%,0
04/07/2011,1334.82,1338.8,1326.56,1333.51,-2.03,-0.15%,0
04/06/2011,1335.94,1339.38,1331.09,1335.54,2.91,+0.22%,0
04/05/2011,1332.03,1338.21,1330.03,1332.63,-0.24,-0.02%,0
04/04/2011,1333.56,1336.74,1329.1,1332.87,0.46,+0.03%,0
04/01/2011,1329.48,1337.85,1328.89,1332.41,6.58,+0.50%,0
03/31/2011,1327.44,1329.77,1325.03,1325.83,-2.43,-0.18%,0
03/30/2011,1321.89,1331.74,1321.89,1328.26,8.82,+0.67%,0
03/29/2011,1309.37,1319.45,1305.26,1319.44,9.25,+0.71%,0
03/28/2011,1315.45,1319.74,1310.19,1310.19,-3.61,-0.27%,0
03/25/2011,1311.8,1319.18,1310.15,1313.8,4.14,+0.32%,0
03/24/2011,1300.61,1311.34,1297.74,1309.66,12.12,+0.93%,0
03/23/2011,1292.19,1300.51,1284.05,1297.54,3.77,+0.29%,0
03/22/2011,1298.29,1298.47,1293.77,1293.77,-4.61,-0.36%,0
03/21/2011,1294.77,1300.58,1281.65,1298.38,19.18,+1.50%,0
03/18/2011,1287.71,1288.88,1276.18,1279.2,5.48,+0.43%,0
03/17/2011,1275.26,1278.88,1261.61,1273.72,16.84,+1.34%,0
03/16/2011,1277.65,1280.91,1249.05,1256.88,-24.99,-1.95%,0
03/15/2011,1263.06,1288.46,1261.12,1281.87,-14.52,-1.12%,0
03/14/2011,1295.21,1301.19,1286.37,1296.39,-7.89,-0.60%,0
03/11/2011,1291.99,1308.35,1291.99,1304.28,9.17,+0.71%,0
03/10/2011,1306.22,1315.72,1294.21,1295.11,-24.91,-1.89%,0
03/09/2011,1319.07,1323.21,1312.27,1320.02,-1.8,-0.14%,0
03/08/2011,1312.32,1325.74,1306.86,1321.82,11.69,+0.89%,0
03/07/2011,1325.51,1327.68,1303.99,1310.13,-11.02,-0.83%,0
03/04/2011,1330.06,1331.08,1312.59,1321.15,-9.82,-0.74%,0
03/03/2011,1320.33,1332.28,1312.37,1330.97,22.53,+1.72%,0
03/02/2011,1304.18,1314.19,1302.58,1308.44,2.11,+0.16%,0
03/01/2011,1332.46,1332.46,1306.14,1306.33,-20.89,-1.57%,0
02/28/2011,1324.32,1327.69,1320.55,1327.22,7.34,+0.56%,0
02/25/2011,1307.34,1320.61,1307.34,1319.88,13.78,+1.06%,0
02/24/2011,1307.47,1310.91,1294.26,1306.1,-1.3,-0.10%,0
02/23/2011,1315.44,1317.91,1299.55,1307.4,-8.04,-0.61%,0
02/22/2011,1338.91,1338.91,1312.33,1315.44,-27.57,-2.05%,0
02/18/2011,1340.38,1344.07,1338.12,1343.01,2.58,+0.19%,0
02/17/2011,1334.37,1341.5,1331,1340.43,4.11,+0.31%,0
02/16/2011,1329.51,1337.61,1329.51,1336.32,8.31,+0.63%,0
02/15/2011,1330.43,1330.43,1324.61,1328.01,-4.31,-0.32%,0
02/14/2011,1328.73,1332.96,1326.9,1332.32,3.17,+0.24%,0
02/11/2011,1318.66,1330.79,1316.08,1329.15,7.28,+0.55%,0
02/10/2011,1318.13,1322.78,1311.74,1321.87,0.99,+0.07%,0
02/09/2011,1322.48,1324.54,1314.89,1320.88,-3.69,-0.28%,0
02/08/2011,1318.76,1324.87,1316.03,1324.57,5.52,+0.42%,0
02/07/2011,1311.85,1322.85,1311.85,1319.05,8.18,+0.62%,0
02/04/2011,1307.01,1311,1301.67,1310.87,3.77,+0.29%,0
02/03/2011,1302.77,1308.6,1294.83,1307.1,3.07,+0.24%,0
02/02/2011,1305.91,1307.61,1302.62,1304.03,-3.56,-0.27%,0
02/01/2011,1289.14,1308.86,1289.14,1307.59,21.47,+1.67%,0
01/31/2011,1276.5,1287.17,1276.5,1286.12,9.78,+0.77%,0
01/28/2011,1299.63,1302.67,1275.1,1276.34,-23.2,-1.79%,0
01/27/2011,1297.51,1301.29,1294.41,1299.54,2.91,+0.22%,0
01/26/2011,1291.97,1299.74,1291.97,1296.63,5.45,+0.42%,0
01/25/2011,1288.17,1291.26,1281.07,1291.18,0.34,+0.03%,0
01/24/2011,1283.29,1291.93,1282.47,1290.84,7.49,+0.58%,0
01/21/2011,1283.63,1291.21,1282.07,1283.35,3.09,+0.24%,0
01/20/2011,1280.85,1283.35,1271.26,1280.26,-1.66,-0.13%,0
01/19/2011,1294.52,1294.6,1278.92,1281.92,-13.1,-1.01%,0
01/18/2011,1293.22,1296.06,1290.16,1295.02,1.78,+0.14%,0
01/14/2011,1282.9,1293.24,1281.24,1293.24,9.48,+0.74%,0
01/13/2011,1285.78,1286.7,1280.47,1283.76,-2.2,-0.17%,0
01/12/2011,1275.65,1286.87,1275.65,1285.96,11.48,+0.90%,0
01/11/2011,1272.58,1277.25,1269.62,1274.48,4.73,+0.37%,0
01/10/2011,1270.84,1271.52,1262.18,1269.75,-1.75,-0.14%,0
01/07/2011,1274.41,1276.83,1261.7,1271.5,-2.35,-0.18%,0
01/06/2011,1275.47,1278.17,1270.43,1273.85,-2.71,-0.21%,0
01/05/2011,1268.78,1277.63,1265.36,1276.56,6.36,+0.50%,0
01/04/2011,1272.95,1274.12,1262.66,1270.2,-1.69,-0.13%,0
01/03/2011,1257.62,1276.17,1257.62,1271.89,14.25,+1.13%,0
12/31/2010,1256.76,1259.34,1254.19,1257.64,-0.24,-0.02%,0
12/30/2010,1259.44,1261.09,1256.32,1257.88,-1.9,-0.15%,0
12/29/2010,1258.78,1262.6,1258.78,1259.78,1.27,+0.10%,0
12/28/2010,1259.1,1259.9,1256.22,1258.51,0.97,+0.08%,0
12/27/2010,1254.66,1258.43,1251.48,1257.54,0.77,+0.06%,0
12/23/2010,1257.53,1258.59,1254.05,1256.77,-2.07,-0.16%,0
12/22/2010,1254.94,1259.39,1254.94,1258.84,4.24,+0.34%,0
12/21/2010,1249.43,1255.82,1249.43,1254.6,7.52,+0.60%,0
12/20/2010,1245.76,1250.2,1241.51,1247.08,3.17,+0.25%,0
12/17/2010,1243.63,1245.81,1239.87,1243.91,1.04,+0.08%,0
12/16/2010,1236.34,1243.75,1232.85,1242.87,7.64,+0.62%,0
12/15/2010,1241.58,1244.25,1234.01,1235.23,-6.36,-0.51%,0
12/14/2010,1241.84,1246.59,1238.17,1241.59,1.13,+0.09%,0
12/13/2010,1242.52,1246.73,1240.34,1240.46,0.06,0.00%,0
12/10/2010,1233.85,1240.4,1232.58,1240.4,7.4,+0.60%,0
12/09/2010,1230.14,1234.71,1226.85,1233,4.72,+0.38%,0
12/08/2010,1225.02,1228.93,1219.5,1228.28,4.53,+0.37%,0
12/07/2010,1227.25,1235.05,1223.25,1223.75,0.63,+0.05%,0
12/06/2010,1223.87,1225.8,1220.67,1223.12,-1.59,-0.13%,0
12/03/2010,1219.93,1225.57,1216.82,1224.71,3.18,+0.26%,0
12/02/2010,1206.81,1221.89,1206.81,1221.53,15.46,+1.28%,0
12/01/2010,1186.6,1207.61,1186.6,1206.07,25.52,+2.16%,0
11/30/2010,1182.96,1187.4,1174.14,1180.55,-7.21,-0.61%,0
11/29/2010,1189.08,1190.34,1173.64,1187.76,-1.64,-0.14%,0
11/26/2010,1194.16,1194.16,1186.93,1189.4,-8.95,-0.75%,0
11/24/2010,1183.7,1198.62,1183.7,1198.35,17.62,+1.49%,0
11/23/2010,1192.51,1192.51,1176.91,1180.73,-17.11,-1.43%,0
11/22/2010,1198.07,1198.94,1184.58,1197.84,-1.89,-0.16%,0
11/19/2010,1196.12,1199.97,1189.44,1199.73,3.04,+0.25%,0
11/18/2010,1183.75,1200.29,1183.75,1196.69,18.1,+1.54%,0
11/17/2010,1178.33,1183.56,1175.82,1178.59,0.25,+0.02%,0
11/16/2010,1194.79,1194.79,1173,1178.34,-19.41,-1.62%,0
11/15/2010,1200.44,1207.43,1197.15,1197.75,-1.46,-0.12%,0
11/12/2010,1209.07,1210.5,1194.08,1199.21,-14.33,-1.18%,0
11/11/2010,1213.04,1215.45,1204.49,1213.54,-5.17,-0.42%,0
11/10/2010,1213.14,1218.75,1204.33,1218.71,5.31,+0.44%,0
11/09/2010,1223.59,1226.84,1208.94,1213.4,-9.85,-0.81%,0
11/08/2010,1223.24,1224.57,1217.55,1223.25,-2.6,-0.21%,0
11/05/2010,1221.2,1227.08,1220.29,1225.85,4.79,+0.39%,0
11/04/2010,1198.34,1221.25,1198.34,1221.06,23.1,+1.93%,0
11/03/2010,1193.79,1198.3,1183.56,1197.96,4.39,+0.37%,0
11/02/2010,1187.86,1195.88,1187.86,1193.57,9.19,+0.78%,0
11/01/2010,1185.71,1195.81,1177.65,1184.38,1.12,+0.09%,0
10/29/2010,1183.87,1185.46,1179.7,1183.26,-0.52,-0.04%,0
10/28/2010,1184.47,1189.53,1177.1,1183.78,1.33,+0.11%,0
10/27/2010,1183.84,1183.84,1171.7,1182.45,-3.19,-0.27%,0
10/26/2010,1184.88,1187.11,1177.72,1185.64,0.02,0.00%,0
10/25/2010,1184.74,1196.14,1184.74,1185.62,2.54,+0.21%,0
10/22/2010,1180.52,1183.93,1178.99,1183.08,2.82,+0.24%,0
10/21/2010,1179.82,1189.43,1171.17,1180.26,2.09,+0.18%,0
10/20/2010,1166.74,1182.94,1166.74,1178.17,12.27,+1.05%,0
10/19/2010,1178.64,1178.64,1159.71,1165.9,-18.81,-1.59%,0
10/18/2010,1176.83,1185.53,1174.55,1184.71,8.52,+0.72%,0
10/15/2010,1177.47,1181.2,1167.12,1176.19,2.38,+0.20%,0
10/14/2010,1177.82,1178.89,1166.71,1173.81,-4.29,-0.36%,0
10/13/2010,1171.32,1184.38,1171.32,1178.1,8.33,+0.71%,0
10/12/2010,1164.28,1172.58,1155.71,1169.77,4.45,+0.38%,0
10/11/2010,1165.32,1168.68,1162.02,1165.32,0.17,+0.01%,0
10/08/2010,1158.36,1167.73,1155.58,1165.15,7.09,+0.61%,0
10/07/2010,1161.57,1163.87,1151.41,1158.06,-1.91,-0.16%,0
10/06/2010,1159.81,1162.33,1154.85,1159.97,-0.78,-0.07%,0
