Time,Open,High,Low,Last,Change,%Chg,Volume
07/24/2020,3218.58,3227.26,3200.05,3215.63,-20.03,-0.62%,2460013568
07/23/2020,3271.64,3279.99,3222.66,3235.66,-40.36,-1.23%,2737810432
07/22/2020,3254.86,3279.32,3253.1,3276.02,18.72,+0.57%,2412594432
07/21/2020,3268.52,3277.29,3247.77,3257.3,5.46,+0.17%,2472394496
07/20/2020,3224.29,3258.61,3215.16,3251.84,27.11,+0.84%,2171757312
07/17/2020,3224.21,3233.52,3205.65,3224.73,9.16,+0.28%,2219971072
07/16/2020,3208.36,3220.39,3198.59,3215.57,-10.99,-0.34%,2209582080
07/15/2020,3225.98,3238.28,3200.76,3226.56,29.04,+0.91%,2841976064
07/14/2020,3141.11,3200.95,3127.66,3197.52,42.3,+1.34%,2628538880
07/13/2020,3205.08,3235.32,3149.43,3155.22,-29.82,-0.94%,2695331584
07/10/2020,3152.47,3186.82,3136.22,3185.04,32.99,+1.05%,2407407104
07/09/2020,3176.17,3179.78,3115.85,3152.05,-17.89,-0.56%,2597178112
07/08/2020,3153.07,3171.8,3136.53,3169.94,24.62,+0.78%,2390189824
07/07/2020,3166.44,3184.15,3142.93,3145.32,-34.4,-1.08%,2287836928
07/06/2020,3155.29,3182.59,3155.29,3179.72,49.71,+1.59%,2380431872
07/02/2020,3143.64,3165.81,3124.52,3130.01,14.15,+0.45%,2326767616
07/01/2020,3105.92,3128.44,3101.17,3115.86,15.57,+0.50%,2697727488
06/30/2020,3050.2,3111.51,3047.83,3100.29,47.05,+1.54%,2757387520
06/29/2020,3018.59,3053.89,2999.74,3053.24,44.19,+1.47%,2633408768
06/26/2020,3073.2,3073.73,3004.63,3009.05,-74.71,-2.42%,4385257984
06/25/2020,3046.6,3084.98,3024.01,3083.76,33.43,+1.10%,2707762176
06/24/2020,3114.4,3115.01,3032.13,3050.33,-80.96,-2.59%,3203219712
06/23/2020,3138.7,3154.9,3127.12,3131.29,13.43,+0.43%,2719245312
06/22/2020,3094.42,3120.92,3079.39,3117.86,20.12,+0.65%,2559744768
06/19/2020,3140.29,3155.53,3083.11,3097.74,-17.6,-0.56%,4992776704
06/18/2020,3101.64,3120,3093.51,3115.34,1.85,+0.06%,2399667712
06/17/2020,3136.13,3141.16,3108.03,3113.49,-11.25,-0.36%,2483191296
06/16/2020,3131,3153.45,3078.36,3124.74,58.15,+1.90%,3286788864
06/15/2020,2993.76,3079.76,2965.66,3066.59,25.28,+0.83%,3208913152
06/12/2020,3071.04,3088.42,2984.47,3041.31,39.21,+1.31%,3385763328
06/11/2020,3123.53,3123.53,2999.49,3002.1,-188.04,-5.89%,4123277568
06/10/2020,3213.42,3223.27,3181.49,3190.14,-17.04,-0.53%,3568860672
06/09/2020,3213.32,3222.71,3193.11,3207.18,-25.21,-0.78%,3156921600
06/08/2020,3199.92,3233.13,3196,3232.39,38.46,+1.20%,3698462720
06/05/2020,3163.84,3211.72,3163.84,3193.93,81.58,+2.62%,4795458560
06/04/2020,3111.56,3128.91,3090.41,3112.35,-10.52,-0.34%,3738795520
06/03/2020,3098.9,3130.94,3098.9,3122.87,42.05,+1.36%,3160241152
06/02/2020,3064.78,3081.07,3051.64,3080.82,25.09,+0.82%,2807173120
06/01/2020,3038.78,3062.18,3031.54,3055.73,11.42,+0.38%,2501351424
05/29/2020,3025.17,3049.03,2998.61,3044.31,14.58,+0.48%,4381828608
05/28/2020,3046.61,3068.67,3023.4,3029.73,-6.4,-0.21%,3140296704
05/27/2020,3015.65,3036.25,2969.75,3036.13,44.36,+1.48%,3661742848
05/26/2020,3004.08,3021.72,2988.17,2991.77,36.32,+1.23%,3355998720
05/22/2020,2948.05,2956.76,2933.59,2955.45,6.94,+0.24%,2185305088
05/21/2020,2969.95,2978.5,2938.57,2948.51,-23.1,-0.78%,2780243968
05/20/2020,2953.63,2980.29,2953.63,2971.61,48.67,+1.67%,2849677312
05/19/2020,2948.59,2964.21,2922.41,2922.94,-30.97,-1.05%,2858251008
05/18/2020,2913.86,2968.09,2913.86,2953.91,90.21,+3.15%,3642081536
05/15/2020,2829.95,2865.01,2816.78,2863.7,11.2,+0.39%,3306748416
05/14/2020,2794.54,2852.8,2766.64,2852.5,32.5,+1.15%,3348510464
05/13/2020,2865.86,2874.14,2793.15,2820,-50.12,-1.75%,3551451136
05/12/2020,2939.5,2945.82,2869.59,2870.12,-60.2,-2.05%,2668655104
05/11/2020,2915.46,2944.25,2903.44,2930.32,0.52,+0.02%,2609806592
05/08/2020,2908.83,2932.16,2902.88,2929.8,48.61,+1.69%,2617877760
05/07/2020,2878.26,2901.92,2876.48,2881.19,32.77,+1.15%,2831489024
05/06/2020,2883.14,2891.11,2847.65,2848.42,-20.02,-0.70%,2855443968
05/05/2020,2868.88,2898.23,2863.55,2868.44,25.7,+0.90%,2974283264
05/04/2020,2815.01,2844.24,2797.85,2842.74,12.03,+0.42%,2877617920
05/01/2020,2869.09,2869.09,2821.61,2830.71,-81.72,-2.81%,2914265088
04/30/2020,2930.91,2930.91,2892.47,2912.43,-27.08,-0.92%,3721235712
04/29/2020,2918.46,2954.86,2912.16,2939.51,76.12,+2.66%,3862944768
04/28/2020,2909.96,2921.15,2860.71,2863.39,-15.09,-0.52%,3237748736
04/27/2020,2854.65,2887.72,2852.89,2878.48,41.74,+1.47%,2795943936
04/24/2020,2812.64,2842.71,2791.76,2836.74,38.94,+1.39%,2882793472
04/23/2020,2810.42,2844.9,2794.26,2797.8,-1.51,-0.05%,2919383808
04/22/2020,2787.89,2815.1,2775.95,2799.31,62.75,+2.29%,2779868416
04/21/2020,2784.81,2785.54,2727.1,2736.56,-86.6,-3.07%,3096009728
04/20/2020,2845.62,2868.98,2820.43,2823.16,-51.4,-1.79%,2935031808
04/17/2020,2842.43,2879.22,2830.88,2874.56,75.01,+2.68%,3554592768
04/16/2020,2799.34,2806.51,2764.32,2799.55,16.19,+0.58%,3185793792
04/15/2020,2795.64,2801.88,2761.54,2783.36,-62.7,-2.20%,3123468288
04/14/2020,2805.1,2851.85,2805.1,2846.06,84.43,+3.06%,3113388800
04/13/2020,2782.46,2782.46,2721.17,2761.63,-28.19,-1.01%,2900380928
04/09/2020,2776.99,2818.57,2762.36,2789.82,39.84,+1.45%,4359302144
04/08/2020,2685,2760.75,2663.3,2749.98,90.57,+3.41%,3343867648
04/07/2020,2738.65,2756.89,2657.67,2659.41,-4.27,-0.16%,4218972672
04/06/2020,2578.28,2676.85,2574.57,2663.68,175.03,+7.03%,4022970368
04/03/2020,2514.92,2538.18,2459.96,2488.65,-38.25,-1.51%,3593003264
04/02/2020,2458.54,2532.95,2455.79,2526.9,56.4,+2.28%,3870184448
04/01/2020,2498.08,2522.75,2447.49,2470.5,-114.09,-4.41%,3666502400
03/31/2020,2614.69,2641.39,2571.15,2584.59,-42.06,-1.60%,3991878912
03/30/2020,2558.98,2631.8,2545.28,2626.65,85.18,+3.35%,3370872064
03/27/2020,2555.87,2615.91,2520.02,2541.47,-88.6,-3.37%,3590712064
03/26/2020,2501.29,2637.01,2500.72,2630.07,154.51,+6.24%,4340887040
03/25/2020,2457.77,2571.42,2407.53,2475.56,28.23,+1.15%,4881201152
03/24/2020,2344.44,2449.71,2344.44,2447.33,209.93,+9.38%,4718870016
03/23/2020,2290.71,2300.73,2191.86,2237.4,-67.52,-2.93%,4617078272
03/20/2020,2431.94,2453.01,2295.56,2304.92,-104.47,-4.34%,5303923200
03/19/2020,2393.48,2466.97,2319.78,2409.39,11.29,+0.47%,4557744640
03/18/2020,2436.5,2453.57,2280.52,2398.1,-131.09,-5.18%,5196783616
03/17/2020,2425.66,2553.93,2367.04,2529.19,143.06,+6.00%,4826351104
03/16/2020,2508.59,2562.98,2381.31,2386.13,-324.89,-11.98%,4650983424
03/13/2020,2569.99,2711.04,2492.37,2711.02,230.38,+9.29%,5003636224
03/12/2020,2630.86,2659.79,2479.9,2480.64,-260.74,-9.51%,5218633728
03/11/2020,2825.6,2825.6,2707.22,2741.38,-140.85,-4.89%,4241642752
03/10/2020,2813.48,2882.59,2734,2882.23,135.67,+4.94%,4346012160
03/09/2020,2863.89,2863.89,2734.43,2746.56,-225.81,-7.60%,4706063872
03/06/2020,2954.2,2985.93,2901.54,2972.37,-51.57,-1.71%,3910119168
03/05/2020,3075.7,3083.04,2999.83,3023.94,-106.18,-3.39%,3234688768
03/04/2020,3045.75,3130.2,3034.38,3130.12,126.75,+4.22%,3078035968
03/03/2020,3096.46,3136.39,2977.24,3003.37,-86.86,-2.81%,3871212032
03/02/2020,2974.28,3090.96,2945.82,3090.23,136.01,+4.60%,3819116800
02/28/2020,2916.9,2959.72,2855.84,2954.22,-24.54,-0.82%,5142324224
02/27/2020,3062.54,3097.07,2977.39,2978.76,-137.63,-4.42%,3935257600
02/26/2020,3139.9,3182.51,3108.99,3116.39,-11.82,-0.38%,2992301312
02/25/2020,3238.94,3245.58,3118.77,3128.21,-97.68,-3.03%,3132890112
02/24/2020,3257.61,3259.81,3214.65,3225.89,-111.86,-3.35%,2745642752
02/21/2020,3360.5,3360.76,3328.45,3337.75,-35.48,-1.05%,2118610176
02/20/2020,3380.45,3389.15,3341.05,3373.23,-12.92,-0.38%,2028505856
02/19/2020,3380.39,3393.52,3378.93,3386.15,15.86,+0.47%,1725813248
02/18/2020,3369.04,3375.01,3355.61,3370.29,-9.87,-0.29%,1914015360
02/14/2020,3378.08,3380.69,3366.15,3380.16,6.22,+0.18%,1667357312
02/13/2020,3365.9,3385.09,3360.52,3373.94,-5.51,-0.16%,1909388800
02/12/2020,3370.5,3381.47,3369.72,3379.45,21.7,+0.65%,2006519168
02/11/2020,3365.87,3375.63,3352.72,3357.75,5.66,+0.17%,1879875968
02/10/2020,3318.28,3352.26,3317.77,3352.09,24.38,+0.73%,1735188736
02/07/2020,3335.54,3341.42,3322.12,3327.71,-18.07,-0.54%,1851359616
02/06/2020,3344.92,3347.96,3334.39,3345.78,11.09,+0.33%,1953737216
02/05/2020,3324.91,3337.58,3313.75,3334.69,37.1,+1.13%,2252878592
02/04/2020,3280.61,3306.92,3280.61,3297.59,48.67,+1.50%,2140871552
02/03/2020,3235.66,3268.44,3235.66,3248.92,23.4,+0.73%,2113052800
01/31/2020,3282.33,3282.33,3214.68,3225.52,-58.14,-1.77%,2678835968
01/30/2020,3256.45,3285.91,3242.8,3283.66,10.26,+0.31%,2253788672
01/29/2020,3289.46,3293.47,3271.89,3273.4,-2.84,-0.09%,2124924032
01/28/2020,3255.35,3285.78,3253.22,3276.24,32.61,+1.01%,2023968768
01/27/2020,3247.16,3258.85,3234.5,3243.63,-51.84,-1.57%,2136117760
01/24/2020,3333.1,3333.18,3281.53,3295.47,-30.07,-0.90%,2106787584
01/23/2020,3315.77,3326.88,3301.87,3325.54,3.79,+0.11%,2034159744
01/22/2020,3330.02,3337.77,3320.04,3321.75,0.96,+0.03%,1852031232
01/21/2020,3321.03,3329.79,3316.61,3320.79,-8.83,-0.27%,2190847488
01/17/2020,3323.66,3329.88,3318.86,3329.62,12.81,+0.39%,2148780800
01/16/2020,3302.97,3317.11,3302.82,3316.81,27.52,+0.84%,1795632384
01/15/2020,3282.27,3298.66,3280.69,3289.29,6.14,+0.19%,1807140864
01/14/2020,3285.35,3294.25,3277.19,3283.15,-4.98,-0.15%,1969901440
01/13/2020,3271.13,3288.13,3268.43,3288.13,22.78,+0.70%,1765159040
01/10/2020,3281.81,3282.99,3260.86,3265.35,-9.35,-0.29%,1631680512
01/09/2020,3266.03,3275.58,3263.67,3274.7,21.65,+0.67%,1839202176
01/08/2020,3238.59,3267.07,3236.67,3253.05,15.87,+0.49%,1956336768
01/07/2020,3241.86,3244.91,3232.43,3237.18,-9.1,-0.28%,1892856448
01/06/2020,3217.55,3246.84,3214.64,3246.28,11.43,+0.35%,1872802816
01/03/2020,3226.36,3246.15,3222.34,3234.85,-23.,-0.71%,1733947776
01/02/2020,3244.67,3258.14,3235.53,3257.85,27.07,+0.84%,1827686016
12/31/2019,3215.18,3231.72,3212.03,3230.78,9.49,+0.29%,1285724416
12/30/2019,3240.09,3240.92,3216.57,3221.29,-18.73,-0.58%,1198740736
12/27/2019,3247.23,3247.93,3234.37,3240.02,0.11,0.00%,1110175744
12/26/2019,3227.2,3240.08,3227.2,3239.91,16.53,+0.51%,1047945088
12/24/2019,3225.45,3226.43,3220.51,3223.38,-0.63,-0.02%,604560576
12/23/2019,3226.05,3227.78,3222.3,3224.01,2.79,+0.09%,1580052352
12/20/2019,3223.33,3225.65,3216.03,3221.22,15.85,+0.49%,3697536768
12/19/2019,3192.32,3205.48,3192.32,3205.37,14.23,+0.45%,1923928064
12/18/2019,3195.21,3198.48,3191.14,3191.14,-1.38,-0.04%,2109636992
12/17/2019,3195.4,3198.22,3191.03,3192.52,1.07,+0.03%,1971590784
12/16/2019,3183.63,3197.71,3183.63,3191.45,22.65,+0.71%,2164545280
12/13/2019,3166.65,3182.68,3156.51,3168.8,0.23,+0.01%,1956819968
12/12/2019,3141.23,3176.28,3138.47,3168.57,26.94,+0.86%,2217305088
12/11/2019,3135.75,3143.98,3133.21,3141.63,9.11,+0.29%,1711032832
12/10/2019,3135.36,3142.12,3126.09,3132.52,-3.44,-0.11%,1662835200
12/09/2019,3141.86,3148.87,3135.46,3135.96,-9.95,-0.32%,1596216192
12/06/2019,3134.62,3150.6,3134.62,3145.91,28.48,+0.91%,1699014144
12/05/2019,3119.21,3119.45,3103.76,3117.43,4.67,+0.15%,1645721856
12/04/2019,3103.5,3119.38,3102.53,3112.76,19.56,+0.63%,1791049216
12/03/2019,3087.41,3094.97,3070.49,3093.2,-20.67,-0.66%,1991484800
12/02/2019,3143.85,3144.31,3110.78,3113.87,-27.11,-0.86%,1786642176
11/29/2019,3147.18,3150.3,3139.34,3140.98,-12.65,-0.40%,836642176
11/27/2019,3145.49,3154.26,3143.41,3153.63,13.11,+0.42%,1493045248
11/26/2019,3134.85,3142.69,3131,3140.52,6.88,+0.22%,2493336576
11/25/2019,3117.44,3133.83,3117.44,3133.64,23.35,+0.75%,1904704000
11/22/2019,3111.41,3112.87,3099.26,3110.29,6.75,+0.22%,1626733056
11/21/2019,3108.49,3110.11,3094.55,3103.54,-4.92,-0.16%,1862138368
11/20/2019,3114.66,3118.97,3091.41,3108.46,-11.72,-0.38%,2372417280
11/19/2019,3127.45,3127.64,3113.47,3120.18,-1.85,-0.06%,1924172416
11/18/2019,3117.91,3124.17,3112.06,3122.03,1.57,+0.05%,1834375936
11/15/2019,3107.92,3120.46,3104.6,3120.46,23.83,+0.77%,1868559616
11/14/2019,3090.75,3098.2,3083.26,3096.63,2.59,+0.08%,1658728064
11/13/2019,3084.18,3098.06,3078.8,3094.04,2.2,+0.07%,1716744576
11/12/2019,3089.28,3102.61,3084.73,3091.84,4.83,+0.16%,1682131584
11/11/2019,3080.33,3088.33,3075.82,3087.01,-6.07,-0.20%,1407760640
11/08/2019,3081.25,3093.09,3074.12,3093.08,7.9,+0.26%,1691974784
11/07/2019,3087.02,3097.74,3080.23,3085.18,8.4,+0.27%,2160097280
11/06/2019,3075.1,3078.34,3065.89,3076.78,2.16,+0.07%,2022311552
11/05/2019,3080.8,3083.95,3072.15,3074.62,-3.65,-0.12%,2249853184
11/04/2019,3078.96,3085.2,3074.87,3078.27,11.36,+0.37%,2114369152
11/01/2019,3050.72,3066.95,3050.72,3066.91,29.35,+0.97%,1950717184
10/31/2019,3046.9,3046.9,3023.19,3037.56,-9.21,-0.30%,2207521280
10/30/2019,3039.74,3050.1,3028.39,3046.77,9.88,+0.33%,1968172800
10/29/2019,3035.39,3047.87,3034.81,3036.89,-2.53,-0.08%,1811955840
10/28/2019,3032.12,3044.08,3032.12,3039.42,16.87,+0.56%,1871168000
10/25/2019,3003.32,3027.39,3001.94,3022.55,12.26,+0.41%,1773426048
10/24/2019,3014.78,3016.07,3000.42,3010.29,5.77,+0.19%,1935918848
10/23/2019,2994.01,3004.78,2991.21,3004.52,8.53,+0.28%,1760876416
10/22/2019,3010.73,3014.57,2995.54,2995.99,-10.73,-0.36%,1843264640
10/21/2019,2996.48,3007.33,2995.35,3006.72,20.52,+0.69%,1749381248
10/18/2019,2996.84,3000,2976.31,2986.2,-11.75,-0.39%,1986308608
10/17/2019,3000.77,3008.29,2991.79,2997.95,8.26,+0.28%,1623369344
10/16/2019,2989.68,2997.54,2985.2,2989.69,-5.99,-0.20%,1740299264
10/15/2019,2973.61,3003.28,2973.61,2995.68,29.53,+1.00%,1676566144
10/14/2019,2965.81,2972.84,2962.94,2966.15,-4.12,-0.14%,1332783744
10/11/2019,2963.07,2993.28,2963.07,2970.27,32.14,+1.09%,1952864640
10/10/2019,2918.55,2948.46,2917.12,2938.13,18.73,+0.64%,1630780800
10/09/2019,2911.1,2929.32,2907.41,2919.4,26.34,+0.91%,1409636864
10/08/2019,2920.4,2925.47,2892.71,2893.06,-45.73,-1.56%,1831153664
10/07/2019,2944.23,2959.75,2935.68,2938.79,-13.22,-0.45%,1497859456
10/04/2019,2918.56,2953.74,2918.56,2952.01,41.38,+1.42%,1598498944
10/03/2019,2885.38,2911.13,2855.96,2910.63,23.02,+0.80%,1879070848
10/02/2019,2924.78,2924.78,2874.93,2887.61,-52.64,-1.79%,2132408832
10/01/2019,2983.69,2992.53,2938.7,2940.25,-36.49,-1.23%,1889536768
09/30/2019,2967.07,2983.85,2967.07,2976.74,14.95,+0.50%,1663001728
09/27/2019,2985.47,2987.31,2945.53,2961.79,-15.83,-0.53%,1770248960
09/26/2019,2985.73,2987.28,2963.71,2977.62,-7.25,-0.24%,1589729664
09/25/2019,2968.35,2989.82,2952.86,2984.87,18.27,+0.62%,1755735808
09/24/2019,3002.43,3007.98,2957.73,2966.6,-25.18,-0.84%,2022515200
09/23/2019,2983.5,2999.15,2982.23,2991.78,-0.29,-0.01%,1584858752
09/20/2019,3008.42,3016.37,2984.68,2992.07,-14.72,-0.49%,3239391232
09/19/2019,3010.36,3021.99,3003.16,3006.79,0.06,0.00%,1552070656
09/18/2019,3001.5,3007.83,2978.57,3006.73,1.03,+0.03%,1711314816
09/17/2019,2995.67,3006.21,2993.73,3005.7,7.74,+0.26%,1835650432
09/16/2019,2996.41,3002.19,2990.67,2997.96,-9.43,-0.31%,1865796992
09/13/2019,3012.21,3017.33,3002.9,3007.39,-2.18,-0.07%,1885111552
09/12/2019,3009.08,3020.74,3000.92,3009.57,8.64,+0.29%,2110912768
09/11/2019,2981.41,3000.93,2975.31,3000.93,21.54,+0.72%,2023030784
09/10/2019,2971.01,2979.39,2957.01,2979.39,0.96,+0.03%,2313900800
09/09/2019,2988.43,2989.43,2969.39,2978.43,-0.28,-0.01%,2109065856
09/06/2019,2980.33,2985.03,2972.51,2978.71,2.71,+0.09%,1660754816
09/05/2019,2960.6,2985.86,2960.6,2976,38.22,+1.30%,1985625984
09/04/2019,2924.67,2938.84,2921.86,2937.78,31.51,+1.08%,1638025856
09/03/2019,2909.01,2914.39,2891.85,2906.27,-20.19,-0.69%,1709526144
08/30/2019,2937.09,2940.43,2913.32,2926.46,1.88,+0.06%,1609574528
08/29/2019,2910.37,2930.5,2905.67,2924.58,36.64,+1.27%,1620492288
08/28/2019,2861.28,2890.03,2853.05,2887.94,18.78,+0.65%,1657199488
08/27/2019,2893.14,2898.79,2860.59,2869.16,-9.22,-0.32%,1949097344
08/26/2019,2866.7,2879.27,2856,2878.38,31.27,+1.10%,1594021248
08/23/2019,2911.07,2927.01,2834.97,2847.11,-75.84,-2.59%,2353651968
08/22/2019,2930.94,2939.08,2904.51,2922.95,-1.48,-0.05%,1586736256
08/21/2019,2922.04,2928.73,2917.91,2924.43,23.92,+0.82%,1587398656
08/20/2019,2919.01,2923.63,2899.6,2900.51,-23.14,-0.79%,1678619136
08/19/2019,2913.48,2931,2913.48,2923.65,34.97,+1.21%,1779495936
08/16/2019,2864.74,2893.63,2864.74,2888.68,41.08,+1.44%,2063083264
08/15/2019,2846.2,2856.67,2825.51,2847.6,7,+0.25%,2421110016
08/14/2019,2894.15,2894.15,2839.64,2840.6,-85.72,-2.93%,2543385088
08/13/2019,2880.72,2943.31,2877.05,2926.32,43.23,+1.50%,2129331200
08/12/2019,2907.07,2907.58,2873.14,2883.09,-35.56,-1.22%,1440439040
08/09/2019,2930.51,2935.75,2900.15,2918.65,-19.44,-0.66%,1888617216
08/08/2019,2896.21,2938.72,2894.58,2938.09,54.11,+1.88%,2209464320
08/07/2019,2858.65,2892.17,2825.71,2883.98,2.21,+0.08%,2360893696
08/06/2019,2861.18,2884.4,2847.42,2881.77,37.03,+1.30%,2177203712
08/05/2019,2898.07,2898.07,2822.12,2844.74,-87.31,-2.98%,2614970880
08/02/2019,2943.9,2945.5,2914.11,2932.05,-21.51,-0.73%,2210278400
08/01/2019,2980.32,3013.59,2945.23,2953.56,-26.82,-0.90%,2707086080
07/31/2019,3016.22,3017.4,2958.08,2980.38,-32.8,-1.09%,2731633920
07/30/2019,3007.66,3017.19,3000.94,3013.18,-7.79,-0.26%,1837519744
07/29/2019,3024.47,3025.61,3014.3,3020.97,-4.89,-0.16%,1761304064
07/26/2019,3013.25,3027.98,3012.79,3025.86,22.19,+0.74%,1807302400
07/25/2019,3016.26,3016.31,2997.24,3003.67,-15.89,-0.53%,1977743232
07/24/2019,2998.77,3019.59,2996.82,3019.56,14.09,+0.47%,1925226752
07/23/2019,2994.74,3005.9,2988.56,3005.47,20.44,+0.68%,1870688768
07/22/2019,2981.93,2990.71,2976.65,2985.03,8.42,+0.28%,1667005184
07/19/2019,3004.26,3006.02,2975.86,2976.61,-18.5,-0.62%,1872665344
07/18/2019,2978.87,2998.28,2973.09,2995.11,10.69,+0.36%,1793633408
07/17/2019,3005.1,3005.26,2984.25,2984.42,-19.62,-0.65%,1743300992
07/16/2019,3012.13,3015.02,3001.15,3004.04,-10.26,-0.34%,1742567424
07/15/2019,3017.8,3017.8,3008.77,3014.3,0.53,+0.02%,1604048384
07/12/2019,3003.36,3013.92,3001.87,3013.77,13.86,+0.46%,1609598336
07/11/2019,2999.62,3002.33,2988.8,2999.91,6.84,+0.23%,1731136000
07/10/2019,2989.3,3002.98,2984.62,2993.07,13.44,+0.45%,1643619456
07/09/2019,2965.52,2981.9,2963.44,2979.63,3.68,+0.12%,1636493056
07/08/2019,2979.77,2980.76,2970.09,2975.95,-14.46,-0.48%,1554002688
07/05/2019,2984.25,2994.03,2967.97,2990.41,-5.41,-0.18%,1287369472
07/03/2019,2978.08,2995.84,2977.96,2995.82,22.81,+0.77%,1093866752
07/02/2019,2964.66,2973.21,2955.92,2973.01,8.68,+0.29%,1656797056
07/01/2019,2971.41,2977.93,2952.22,2964.33,22.57,+0.77%,2042077056
06/28/2019,2932.94,2943.98,2929.05,2941.76,16.84,+0.58%,2959726080
06/27/2019,2919.66,2929.3,2918.85,2924.92,11.14,+0.38%,1725782400
06/26/2019,2926.07,2932.59,2912.99,2913.78,-3.6,-0.12%,2005584000
06/25/2019,2945.78,2946.52,2916.01,2917.38,-27.97,-0.95%,2020032768
06/24/2019,2951.42,2954.92,2944.05,2945.35,-5.11,-0.17%,1733220352
06/21/2019,2952.71,2964.15,2946.87,2950.46,-3.72,-0.13%,3033185280
06/20/2019,2949.6,2958.06,2931.5,2954.18,27.72,+0.95%,2057677824
06/19/2019,2920.55,2931.74,2911.43,2926.46,8.71,+0.30%,1864220160
06/18/2019,2906.71,2930.79,2905.44,2917.75,28.08,+0.97%,2003753216
06/17/2019,2889.75,2897.27,2887.3,2889.67,2.69,+0.09%,1579314432
06/14/2019,2886.82,2894.45,2879.62,2886.98,-4.66,-0.16%,1562976896
06/13/2019,2886.24,2895.24,2881.99,2891.64,11.8,+0.41%,1638957184
06/12/2019,2882.73,2888.57,2874.68,2879.84,-5.88,-0.20%,1618915584
06/11/2019,2903.27,2910.61,2878.53,2885.72,-1.01,-0.03%,2038179584
06/10/2019,2885.83,2904.77,2885.51,2886.73,13.39,+0.47%,1854780032
06/07/2019,2852.87,2884.97,2852.87,2873.34,29.85,+1.05%,1848513792
06/06/2019,2828.51,2852.1,2822.45,2843.49,17.34,+0.61%,1949547648
06/05/2019,2818.09,2827.28,2800.92,2826.15,22.88,+0.82%,2031189632
06/04/2019,2762.64,2804.49,2762.64,2803.27,58.82,+2.14%,2294213120
06/03/2019,2751.53,2763.07,2728.81,2744.45,-7.61,-0.28%,2421191168
05/31/2019,2766.15,2768.98,2750.52,2752.06,-36.8,-1.32%,2206214144
05/30/2019,2786.94,2799,2776.74,2788.86,5.84,+0.21%,1757961216
05/29/2019,2790.25,2792.03,2766.06,2783.02,-19.37,-0.69%,2100548992
05/28/2019,2830.03,2840.51,2801.88,2802.39,-23.67,-0.84%,2487317248
05/24/2019,2832.41,2841.36,2820.19,2826.06,3.82,+0.14%,1601399040
05/23/2019,2836.7,2836.7,2805.49,2822.24,-34.03,-1.19%,2225395712
05/22/2019,2856.06,2865.47,2851.11,2856.27,-8.09,-0.28%,1794215168
05/21/2019,2854.02,2868.88,2854.02,2864.36,24.13,+0.85%,1802041216
05/20/2019,2841.94,2853.86,2831.29,2840.23,-19.3,-0.67%,1899719040
05/17/2019,2858.6,2885.48,2854.23,2859.53,-16.79,-0.58%,1887749632
05/16/2019,2855.8,2892.15,2855.8,2876.32,25.36,+0.89%,1925487616
05/15/2019,2820.38,2858.68,2815.08,2850.96,16.55,+0.58%,1877762432
05/14/2019,2820.12,2852.54,2820.12,2834.41,22.54,+0.80%,1947348736
05/13/2019,2840.19,2840.19,2801.43,2811.87,-69.53,-2.41%,2324156928
05/10/2019,2863.1,2891.31,2825.39,2881.4,10.68,+0.37%,2004542848
05/09/2019,2859.84,2875.97,2836.4,2870.72,-8.7,-0.30%,2122567168
05/08/2019,2879.61,2897.96,2873.28,2879.42,-4.63,-0.16%,1919367168
05/07/2019,2913.03,2913.03,2862.6,2884.05,-48.42,-1.65%,2283553792
05/06/2019,2908.89,2937.32,2898.21,2932.47,-13.17,-0.45%,1857442944
05/03/2019,2929.21,2947.85,2929.21,2945.64,28.12,+0.96%,1880651392
05/02/2019,2922.16,2931.68,2900.5,2917.52,-6.21,-0.21%,2136002176
05/01/2019,2952.33,2954.13,2923.36,2923.73,-22.1,-0.75%,2227214336
04/30/2019,2937.14,2948.22,2924.11,2945.83,2.8,+0.10%,2364280320
04/29/2019,2940.58,2949.52,2939.35,2943.03,3.15,+0.11%,1848856832
04/26/2019,2925.81,2939.88,2917.56,2939.88,13.71,+0.47%,2080498048
04/25/2019,2928.99,2933.1,2912.84,2926.17,-1.08,-0.04%,2089426176
04/24/2019,2934,2936.83,2926.05,2927.25,-6.43,-0.22%,2035575552
04/23/2019,2909.99,2936.31,2908.53,2933.68,25.71,+0.88%,2171881216
04/22/2019,2898.78,2909.51,2896.35,2907.97,2.94,+0.10%,1747453568
04/18/2019,2904.81,2908.4,2891.9,2905.03,4.58,+0.16%,2079239936
04/17/2019,2916.04,2918,2895.45,2900.45,-6.61,-0.23%,2310102528
04/16/2019,2912.26,2916.06,2900.71,2907.06,1.48,+0.05%,2059164416
04/15/2019,2908.32,2909.6,2896.48,2905.58,-1.83,-0.06%,1719879552
04/12/2019,2900.86,2910.54,2898.37,2907.41,19.09,+0.66%,2175148544
04/11/2019,2891.92,2893.42,2881.99,2888.32,0.11,0.00%,1625618432
04/10/2019,2881.37,2889.71,2879.13,2888.21,10.01,+0.35%,1595773568
04/09/2019,2886.58,2886.88,2873.33,2878.2,-17.57,-0.61%,1712480384
04/08/2019,2888.46,2895.95,2880.78,2895.77,3.03,+0.10%,1744343424
04/05/2019,2884.16,2893.24,2882.99,2892.74,13.35,+0.46%,1747286400
04/04/2019,2873.99,2881.28,2867.14,2879.39,5.99,+0.21%,1740949248
