Date,Open,High,Low,Close,Change,%Chg,Volume
11/27/2019,3145.49,3154.26,3143.41,3153.63,13.11,0.42%,0
11/26/2019,3134.85,3142.69,3131,3140.52,6.88,0.22%,0
11/25/2019,3117.44,3133.83,3117.44,3133.64,23.35,0.75%,0
11/22/2019,3111.41,3112.87,3099.26,3110.29,6.75,0.22%,0
11/21/2019,3108.49,3110.11,3094.55,3103.54,-4.92,-0.16%,0
11/20/2019,3114.66,3118.97,3091.41,3108.46,-11.72,-0.38%,0
11/19/2019,3127.45,3127.64,3113.47,3120.18,-1.85,-0.06%,0
11/18/2019,3117.91,3124.17,3112.06,3122.03,1.57,0.05%,0
11/15/2019,3107.92,3120.46,3104.6,3120.46,23.83,0.77%,0
11/14/2019,3090.75,3098.2,3083.26,3096.63,2.59,0.08%,0
11/13/2019,3084.18,3098.06,3078.8,3094.04,2.2,0.07%,0
11/12/2019,3089.28,3102.61,3084.73,3091.84,4.83,0.16%,0
11/11/2019,3080.33,3088.33,3075.82,3087.01,-6.07,-0.20%,0
11/8/2019,3081.25,3093.09,3074.12,3093.08,7.9,0.26%,0
11/7/2019,3087.02,3097.74,3080.23,3085.18,8.4,0.27%,0
11/6/2019,3075.1,3078.34,3065.89,3076.78,2.16,0.07%,0
11/5/2019,3080.8,3083.95,3072.15,3074.62,-3.65,-0.12%,0
11/4/2019,3078.96,3085.2,3074.87,3078.27,11.36,0.37%,0
11/1/2019,3050.72,3066.95,3050.72,3066.91,29.35,0.97%,0
10/31/2019,3046.9,3046.9,3023.19,3037.56,-9.21,-0.30%,0
10/30/2019,3039.74,3050.1,3028.39,3046.77,9.88,0.33%,0
10/29/2019,3035.39,3047.87,3034.81,3036.89,-2.53,-0.08%,0
10/28/2019,3032.12,3044.08,3032.12,3039.42,16.87,0.56%,0
10/25/2019,3003.32,3027.39,3001.94,3022.55,12.26,0.41%,0
10/24/2019,3014.78,3016.07,3000.42,3010.29,5.77,0.19%,0
10/23/2019,2994.01,3004.78,2991.21,3004.52,8.53,0.28%,0
10/22/2019,3010.73,3014.57,2995.54,2995.99,-10.73,-0.36%,0
10/21/2019,2996.48,3007.33,2995.35,3006.72,20.52,0.69%,0
10/18/2019,2996.84,3000,2976.31,2986.2,-11.75,-0.39%,0
10/17/2019,3000.77,3008.29,2991.79,2997.95,8.26,0.28%,0
10/16/2019,2989.68,2997.54,2985.2,2989.69,-5.99,-0.20%,0
10/15/2019,2973.61,3003.28,2973.61,2995.68,29.53,1.00%,0
10/14/2019,2965.81,2972.84,2962.94,2966.15,-4.12,-0.14%,0
10/11/2019,2963.07,2993.28,2963.07,2970.27,32.14,1.09%,0
10/10/2019,2918.55,2948.46,2917.12,2938.13,18.73,0.64%,0
10/9/2019,2911.1,2929.32,2907.41,2919.4,26.34,0.91%,0
10/8/2019,2920.4,2925.47,2892.71,2893.06,-45.73,-1.56%,0
10/7/2019,2944.23,2959.75,2935.68,2938.79,-13.22,-0.45%,0
10/4/2019,2918.56,2953.74,2918.56,2952.01,41.38,1.42%,0
10/3/2019,2885.38,2911.13,2855.96,2910.63,23.02,0.80%,0
10/2/2019,2924.78,2924.78,2874.93,2887.61,-52.64,-1.79%,0
10/1/2019,2983.69,2992.53,2938.7,2940.25,-36.49,-1.23%,0
9/30/2019,2967.07,2983.85,2967.07,2976.74,14.95,0.50%,0
9/27/2019,2985.47,2987.31,2945.53,2961.79,-15.83,-0.53%,0
9/26/2019,2985.73,2987.28,2963.71,2977.62,-7.25,-0.24%,0
9/25/2019,2968.35,2989.82,2952.86,2984.87,18.27,0.62%,0
9/24/2019,3002.43,3007.98,2957.73,2966.6,-25.18,-0.84%,0
9/23/2019,2983.5,2999.15,2982.23,2991.78,-0.29,-0.01%,0
9/20/2019,3008.42,3016.37,2984.68,2992.07,-14.72,-0.49%,0
9/19/2019,3010.36,3021.99,3003.16,3006.79,0.06,0.00%,0
9/18/2019,3001.5,3007.83,2978.57,3006.73,1.03,0.03%,0
9/17/2019,2995.67,3006.21,2993.73,3005.7,7.74,0.26%,0
9/16/2019,2996.41,3002.19,2990.67,2997.96,-9.43,-0.31%,0
9/13/2019,3012.21,3017.33,3002.9,3007.39,-2.18,-0.07%,0
9/12/2019,3009.08,3020.74,3000.92,3009.57,8.64,0.29%,0
9/11/2019,2981.41,3000.93,2975.31,3000.93,21.54,0.72%,0
9/10/2019,2971.01,2979.39,2957.01,2979.39,0.96,0.03%,0
9/9/2019,2988.43,2989.43,2969.39,2978.43,-0.28,-0.01%,0
9/6/2019,2980.33,2985.03,2972.51,2978.71,2.71,0.09%,0
9/5/2019,2960.6,2985.86,2960.6,2976,38.22,1.30%,0
9/4/2019,2924.67,2938.84,2921.86,2937.78,31.51,1.08%,0
9/3/2019,2909.01,2914.39,2891.85,2906.27,-20.19,-0.69%,0
8/30/2019,2937.09,2940.43,2913.32,2926.46,1.88,0.06%,0
8/29/2019,2910.37,2930.5,2905.67,2924.58,36.64,1.27%,0
8/28/2019,2861.28,2890.03,2853.05,2887.94,18.78,0.65%,0
8/27/2019,2893.14,2898.79,2860.59,2869.16,-9.22,-0.32%,0
8/26/2019,2866.7,2879.27,2856,2878.38,31.27,1.10%,0
8/23/2019,2911.07,2927.01,2834.97,2847.11,-75.84,-2.59%,0
8/22/2019,2930.94,2939.08,2904.51,2922.95,-1.48,-0.05%,0
8/21/2019,2922.04,2928.73,2917.91,2924.43,23.92,0.82%,0
8/20/2019,2919.01,2923.63,2899.6,2900.51,-23.14,-0.79%,0
8/19/2019,2913.48,2931,2913.48,2923.65,34.97,1.21%,0
8/16/2019,2864.74,2893.63,2864.74,2888.68,41.08,1.44%,0
8/15/2019,2846.2,2856.67,2825.51,2847.6,7,0.25%,0
8/14/2019,2894.15,2894.15,2839.64,2840.6,-85.72,-2.93%,0
8/13/2019,2880.72,2943.31,2877.05,2926.32,43.23,1.50%,0
8/12/2019,2907.07,2907.58,2873.14,2883.09,-35.56,-1.22%,0
8/9/2019,2930.51,2935.75,2900.15,2918.65,-19.44,-0.66%,0
8/8/2019,2896.21,2938.72,2894.58,2938.09,54.11,1.88%,0
8/7/2019,2858.65,2892.17,2825.71,2883.98,2.21,0.08%,0
8/6/2019,2861.18,2884.4,2847.42,2881.77,37.03,1.30%,0
8/5/2019,2898.07,2898.07,2822.12,2844.74,-87.31,-2.98%,0
8/2/2019,2943.9,2945.5,2914.11,2932.05,-21.51,-0.73%,0
8/1/2019,2980.32,3013.59,2945.23,2953.56,-26.82,-0.90%,0
7/31/2019,3016.22,3017.4,2958.08,2980.38,-32.8,-1.09%,0
7/30/2019,3007.66,3017.19,3000.94,3013.18,-7.79,-0.26%,0
7/29/2019,3024.47,3025.61,3014.3,3020.97,-4.89,-0.16%,0
7/26/2019,3013.25,3027.98,3012.79,3025.86,22.19,0.74%,0
7/25/2019,3016.26,3016.31,2997.24,3003.67,-15.89,-0.53%,0
7/24/2019,2998.77,3019.59,2996.82,3019.56,14.09,0.47%,0
7/23/2019,2994.74,3005.9,2988.56,3005.47,20.44,0.68%,0
7/22/2019,2981.93,2990.71,2976.65,2985.03,8.42,0.28%,0
7/19/2019,3004.26,3006.02,2975.86,2976.61,-18.5,-0.62%,0
7/18/2019,2978.87,2998.28,2973.09,2995.11,10.69,0.36%,0
7/17/2019,3005.1,3005.26,2984.25,2984.42,-19.62,-0.65%,0
7/16/2019,3012.13,3015.02,3001.15,3004.04,-10.26,-0.34%,0
7/15/2019,3017.8,3017.8,3008.77,3014.3,0.53,0.02%,0
7/12/2019,3003.36,3013.92,3001.87,3013.77,13.86,0.46%,0
7/11/2019,2999.62,3002.33,2988.8,2999.91,6.84,0.23%,0
7/10/2019,2989.3,3002.98,2984.62,2993.07,13.44,0.45%,0
7/9/2019,2965.52,2981.9,2963.44,2979.63,3.68,0.12%,0
7/8/2019,2979.77,2980.76,2970.09,2975.95,-14.46,-0.48%,0
7/5/2019,2984.25,2994.03,2967.97,2990.41,-5.41,-0.18%,0
7/3/2019,2978.08,2995.84,2977.96,2995.82,22.81,0.77%,0
7/2/2019,2964.66,2973.21,2955.92,2973.01,8.68,0.29%,0
7/1/2019,2971.41,2977.93,2952.22,2964.33,22.57,0.77%,0
6/28/2019,2932.94,2943.98,2929.05,2941.76,16.84,0.58%,0
6/27/2019,2919.66,2929.3,2918.57,2924.92,11.14,0.38%,0
6/26/2019,2926.07,2932.59,2912.99,2913.78,-3.6,-0.12%,0
6/25/2019,2945.78,2946.52,2916.01,2917.38,-27.97,-0.95%,0
6/24/2019,2951.42,2954.92,2944.05,2945.35,-5.11,-0.17%,0
6/21/2019,2952.71,2964.15,2946.87,2950.46,-3.72,-0.13%,0
6/20/2019,2949.6,2958.06,2931.5,2954.18,27.72,0.95%,0
6/19/2019,2920.55,2931.74,2911.43,2926.46,8.71,0.30%,0
6/18/2019,2906.71,2930.79,2905.44,2917.75,28.08,0.97%,0
6/17/2019,2889.75,2897.27,2887.3,2889.67,2.69,0.09%,0
6/14/2019,2886.82,2894.45,2879.62,2886.98,-4.66,-0.16%,0
6/13/2019,2886.24,2895.24,2881.99,2891.64,11.8,0.41%,0
6/12/2019,2882.73,2888.57,2874.68,2879.84,-5.88,-0.20%,0
6/11/2019,2903.27,2910.61,2878.53,2885.72,-1.01,-0.03%,0
6/10/2019,2885.83,2904.77,2885.51,2886.73,13.39,0.47%,0
6/7/2019,2852.87,2884.97,2852.87,2873.34,29.85,1.05%,0
6/6/2019,2828.51,2852.1,2822.45,2843.49,17.34,0.61%,0
6/5/2019,2818.09,2827.28,2800.92,2826.15,22.88,0.82%,0
6/4/2019,2762.64,2804.49,2762.64,2803.27,58.82,2.14%,0
6/3/2019,2751.53,2763.07,2728.81,2744.45,-7.61,-0.28%,0
5/31/2019,2766.15,2768.98,2750.52,2752.06,-36.8,-1.32%,0
5/30/2019,2786.94,2799,2776.74,2788.86,5.84,0.21%,0
5/29/2019,2790.25,2792.03,2766.06,2783.02,-19.37,-0.69%,0
5/28/2019,2830.03,2840.51,2801.88,2802.39,-23.67,-0.84%,0
5/24/2019,2832.41,2841.36,2820.19,2826.06,3.82,0.14%,0
5/23/2019,2836.7,2836.7,2805.49,2822.24,-34.03,-1.19%,0
5/22/2019,2856.06,2865.47,2851.11,2856.27,-8.09,-0.28%,0
5/21/2019,2854.02,2868.88,2854.02,2864.36,24.13,0.85%,0
5/20/2019,2841.94,2853.86,2831.29,2840.23,-19.3,-0.67%,0
5/17/2019,2858.6,2885.48,2854.23,2859.53,-16.79,-0.58%,0
5/16/2019,2855.8,2892.15,2855.8,2876.32,25.36,0.89%,0
5/15/2019,2820.38,2858.68,2815.08,2850.96,16.55,0.58%,0
5/14/2019,2820.12,2852.54,2820.12,2834.41,22.54,0.80%,0
5/13/2019,2840.19,2840.19,2801.43,2811.87,-69.53,-2.41%,0
5/10/2019,2863.1,2891.31,2825.39,2881.4,10.68,0.37%,0
5/9/2019,2859.84,2875.97,2836.4,2870.72,-8.7,-0.30%,0
5/8/2019,2879.61,2897.96,2873.28,2879.42,-4.63,-0.16%,0
5/7/2019,2913.03,2913.03,2862.6,2884.05,-48.42,-1.65%,0
5/6/2019,2908.89,2937.32,2898.21,2932.47,-13.17,-0.45%,0
5/3/2019,2929.21,2947.85,2929.21,2945.64,28.12,0.96%,0
5/2/2019,2922.16,2931.68,2900.5,2917.52,-6.21,-0.21%,0
5/1/2019,2952.33,2954.13,2923.36,2923.73,-22.1,-0.75%,0
4/30/2019,2937.14,2948.22,2924.11,2945.83,2.8,0.10%,0
4/29/2019,2940.58,2949.52,2939.35,2943.03,3.15,0.11%,0
4/26/2019,2925.81,2939.88,2917.56,2939.88,13.71,0.47%,0
4/25/2019,2928.99,2933.1,2912.84,2926.17,-1.08,-0.04%,0
4/24/2019,2934,2936.83,2926.05,2927.25,-6.43,-0.22%,0
4/23/2019,2909.99,2936.31,2908.53,2933.68,25.71,0.88%,0
4/22/2019,2898.78,2909.51,2896.35,2907.97,2.94,0.10%,0
4/18/2019,2904.81,2908.4,2891.9,2905.03,4.58,0.16%,0
4/17/2019,2916.04,2918,2895.45,2900.45,-6.61,-0.23%,0
4/16/2019,2912.26,2916.06,2900.71,2907.06,1.48,0.05%,0
4/15/2019,2908.32,2909.6,2896.48,2905.58,-1.83,-0.06%,0
4/12/2019,2900.86,2910.54,2898.37,2907.41,19.09,0.66%,0
4/11/2019,2891.92,2893.42,2881.99,2888.32,0.11,0.00%,0
4/10/2019,2881.37,2889.71,2879.13,2888.21,10.01,0.35%,0
4/9/2019,2886.58,2886.88,2873.33,2878.2,-17.57,-0.61%,0
4/8/2019,2888.46,2895.95,2880.78,2895.77,3.03,0.10%,0
4/5/2019,2884.16,2893.24,2882.99,2892.74,13.35,0.46%,0
4/4/2019,2873.99,2881.28,2867.14,2879.39,5.99,0.21%,0
4/3/2019,2876.09,2885.25,2865.17,2873.4,6.16,0.21%,0
4/2/2019,2868.24,2872.9,2858.75,2867.24,0.05,0.00%,0
4/1/2019,2848.63,2869.4,2848.63,2867.19,32.79,1.16%,0
3/29/2019,2828.27,2836.03,2819.23,2834.4,18.96,0.67%,0
3/28/2019,2809.4,2819.71,2798.77,2815.44,10.07,0.36%,0
3/27/2019,2819.72,2825.56,2787.72,2805.37,-13.09,-0.46%,0
3/26/2019,2812.66,2829.87,2803.99,2818.46,20.1,0.72%,0
3/25/2019,2796.01,2809.79,2785.02,2798.36,-2.35,-0.08%,0
3/22/2019,2844.52,2846.16,2800.47,2800.71,-54.17,-1.90%,0
3/21/2019,2819.72,2860.31,2817.38,2854.88,30.65,1.09%,0
3/20/2019,2831.34,2843.54,2812.43,2824.23,-8.34,-0.29%,0
3/19/2019,2840.76,2852.42,2823.27,2832.57,-0.37,-0.01%,0
3/18/2019,2822.61,2835.41,2821.99,2832.94,10.46,0.37%,0
3/15/2019,2810.79,2830.73,2810.79,2822.48,14,0.50%,0
3/14/2019,2810.38,2815,2803.46,2808.48,-2.44,-0.09%,0
3/13/2019,2799.78,2821.24,2799.78,2810.92,19.4,0.69%,0
3/12/2019,2787.34,2798.32,2786.73,2791.52,8.22,0.30%,0
3/11/2019,2747.61,2784,2747.61,2783.3,40.23,1.47%,0
3/8/2019,2730.79,2744.13,2722.27,2743.07,-5.86,-0.21%,0
3/7/2019,2766.53,2767.25,2739.09,2748.93,-22.52,-0.81%,0
3/6/2019,2790.27,2790.27,2768.69,2771.45,-18.2,-0.65%,0
3/5/2019,2794.41,2796.44,2782.97,2789.65,-3.16,-0.11%,0
3/4/2019,2814.37,2816.88,2767.66,2792.81,-10.88,-0.39%,0
3/1/2019,2798.22,2808.02,2787.38,2803.69,19.2,0.69%,0
2/28/2019,2788.11,2793.73,2782.51,2784.49,-7.89,-0.28%,0
2/27/2019,2787.5,2795.76,2775.13,2792.38,-1.52,-0.05%,0
2/26/2019,2792.36,2803.12,2789.47,2793.9,-2.21,-0.08%,0
2/25/2019,2804.35,2813.49,2794.99,2796.11,3.44,0.12%,0
2/22/2019,2780.67,2794.2,2779.11,2792.67,17.79,0.64%,0
2/21/2019,2780.24,2781.58,2764.55,2774.88,-9.82,-0.35%,0
2/20/2019,2779.05,2789.88,2774.06,2784.7,4.94,0.18%,0
2/19/2019,2769.28,2787.33,2767.29,2779.76,4.16,0.15%,0
2/15/2019,2760.24,2775.66,2760.24,2775.6,29.87,1.09%,0
2/14/2019,2743.5,2757.9,2731.23,2745.73,-7.3,-0.27%,0
2/13/2019,2750.3,2761.85,2748.63,2753.03,8.3,0.30%,0
2/12/2019,2722.61,2748.19,2722.61,2744.73,34.93,1.29%,0
2/11/2019,2712.4,2718.05,2703.79,2709.8,1.92,0.07%,0
2/8/2019,2692.36,2708.07,2681.83,2707.88,1.83,0.07%,0
2/7/2019,2717.53,2719.32,2687.26,2706.05,-25.56,-0.94%,0
2/6/2019,2735.05,2738.08,2724.15,2731.61,-6.09,-0.22%,0
2/5/2019,2728.34,2738.98,2724.03,2737.7,12.83,0.47%,0
2/4/2019,2706.49,2724.99,2698.75,2724.87,18.34,0.68%,0
2/1/2019,2702.32,2716.66,2696.88,2706.53,2.43,0.09%,0
1/31/2019,2685.49,2708.95,2678.65,2704.1,23.05,0.86%,0
1/30/2019,2653.62,2690.44,2648.34,2681.05,41.05,1.55%,0
1/29/2019,2644.89,2650.93,2631.05,2640,-3.85,-0.15%,0
1/28/2019,2644.97,2644.97,2624.06,2643.85,-20.91,-0.78%,0
1/25/2019,2657.44,2672.38,2657.33,2664.76,22.43,0.85%,0
1/24/2019,2638.84,2647.2,2627.01,2642.33,3.63,0.14%,0
1/23/2019,2643.48,2653.19,2612.86,2638.7,5.8,0.22%,0
1/22/2019,2657.88,2657.88,2617.27,2632.9,-37.81,-1.42%,0
1/18/2019,2651.27,2675.47,2647.58,2670.71,34.75,1.32%,0
1/17/2019,2609.28,2645.06,2606.36,2635.96,19.86,0.76%,0
1/16/2019,2614.75,2625.76,2612.68,2616.1,5.8,0.22%,0
1/15/2019,2585.1,2613.08,2585.1,2610.3,27.69,1.07%,0
1/14/2019,2580.31,2589.32,2570.41,2582.61,-13.65,-0.53%,0
1/11/2019,2588.11,2596.27,2577.4,2596.26,-0.38,-0.01%,0
1/10/2019,2573.51,2597.82,2562.02,2596.64,11.68,0.45%,0
1/9/2019,2580,2595.32,2568.89,2584.96,10.55,0.41%,0
1/8/2019,2568.11,2579.82,2547.56,2574.41,24.72,0.97%,0
1/7/2019,2535.61,2566.16,2524.56,2549.69,17.75,0.70%,0
1/4/2019,2474.33,2538.07,2474.33,2531.94,84.05,3.43%,0
1/3/2019,2491.92,2493.14,2443.96,2447.89,-62.14,-2.48%,0
1/2/2019,2476.96,2519.49,2467.47,2510.03,3.18,0.13%,0
12/31/2018,2498.94,2509.24,2482.82,2506.85,21.11,0.85%,0
12/28/2018,2498.77,2520.27,2472.89,2485.74,-3.09,-0.12%,0
12/27/2018,2442.5,2489.1,2397.94,2488.83,21.13,0.86%,0
12/26/2018,2363.12,2467.76,2346.58,2467.7,116.6,4.96%,0
12/24/2018,2400.56,2410.34,2351.1,2351.1,-65.52,-2.71%,0
12/21/2018,2465.38,2504.41,2408.55,2416.62,-50.8,-2.06%,0
12/20/2018,2496.77,2509.63,2441.18,2467.42,-39.54,-1.58%,0
12/19/2018,2547.05,2585.29,2489.5,2506.96,-39.2,-1.54%,0
12/18/2018,2559.9,2573.99,2528.71,2546.16,0.22,0.01%,0
12/17/2018,2590.75,2601.13,2530.54,2545.94,-54.01,-2.08%,0
12/14/2018,2629.68,2635.07,2593.84,2599.95,-50.59,-1.91%,0
12/13/2018,2658.7,2670.19,2637.27,2650.54,-0.53,-0.02%,0
12/12/2018,2658.23,2685.44,2650.26,2651.07,14.29,0.54%,0
12/11/2018,2664.44,2674.35,2621.3,2636.78,-0.94,-0.04%,0
12/10/2018,2630.86,2647.51,2583.23,2637.72,4.64,0.18%,0
12/7/2018,2691.26,2708.54,2623.14,2633.08,-62.87,-2.33%,0
12/6/2018,2663.51,2696.15,2621.53,2695.95,-4.11,-0.15%,0
12/4/2018,2782.43,2785.93,2697.18,2700.06,-90.31,-3.24%,0
12/3/2018,2790.5,2800.18,2773.38,2790.37,30.2,1.09%,0
11/30/2018,2737.76,2760.88,2732.76,2760.17,22.41,0.82%,0
11/29/2018,2736.97,2753.75,2722.94,2737.76,-6.03,-0.22%,0
11/28/2018,2691.45,2744,2684.38,2743.79,61.62,2.30%,0
11/27/2018,2663.75,2682.53,2655.89,2682.17,8.72,0.33%,0
11/26/2018,2649.97,2674.35,2649.97,2673.45,40.89,1.55%,0
11/23/2018,2633.36,2647.55,2631.09,2632.56,-17.37,-0.66%,0
11/21/2018,2657.74,2670.73,2649.82,2649.93,8.04,0.30%,0
11/20/2018,2654.6,2669.44,2631.52,2641.89,-48.84,-1.82%,0
11/19/2018,2730.74,2733.16,2681.09,2690.73,-45.54,-1.66%,0
11/16/2018,2718.54,2746.75,2712.16,2736.27,6.07,0.22%,0
11/15/2018,2693.52,2735.38,2670.75,2730.2,28.62,1.06%,0
11/14/2018,2737.9,2746.8,2685.75,2701.58,-20.6,-0.76%,0
11/13/2018,2730.05,2754.6,2714.98,2722.18,-4.04,-0.15%,0
11/12/2018,2773.93,2775.99,2722,2726.22,-54.79,-1.97%,0
11/9/2018,2794.1,2794.1,2764.24,2781.01,-25.82,-0.92%,0
11/8/2018,2806.38,2814.75,2794.99,2806.83,-7.06,-0.25%,0
11/7/2018,2774.13,2815.15,2774.13,2813.89,58.44,2.12%,0
11/6/2018,2738.4,2756.82,2737.08,2755.45,17.14,0.63%,0
11/5/2018,2726.37,2744.27,2717.94,2738.31,15.25,0.56%,0
11/2/2018,2745.45,2756.55,2700.44,2723.06,-17.31,-0.63%,0
11/1/2018,2717.58,2741.67,2708.85,2740.37,28.63,1.06%,0
10/31/2018,2705.6,2736.69,2705.6,2711.74,29.11,1.09%,0
10/30/2018,2640.68,2685.43,2635.34,2682.63,41.38,1.57%,0
10/29/2018,2682.65,2706.85,2603.54,2641.25,-17.44,-0.66%,0
10/26/2018,2667.86,2692.38,2628.16,2658.69,-46.88,-1.73%,0
10/25/2018,2674.88,2722.7,2667.84,2705.57,49.47,1.86%,0
10/24/2018,2737.87,2742.59,2651.89,2656.1,-84.59,-3.09%,0
10/23/2018,2721.03,2753.59,2691.43,2740.69,-15.19,-0.55%,0
10/22/2018,2773.94,2778.94,2749.22,2755.88,-11.9,-0.43%,0
10/19/2018,2775.66,2797.77,2760.27,2767.78,-1,-0.04%,0
10/18/2018,2802,2806.04,2755.18,2768.78,-40.43,-1.44%,0
10/17/2018,2811.67,2816.94,2781.81,2809.21,-0.71,-0.03%,0
10/16/2018,2767.05,2813.46,2766.91,2809.92,59.13,2.15%,0
10/15/2018,2763.83,2775.99,2749.03,2750.79,-16.34,-0.59%,0
10/12/2018,2770.54,2775.77,2729.44,2767.13,38.76,1.42%,0
10/11/2018,2776.87,2794.17,2710.51,2728.37,-57.31,-2.06%,0
10/10/2018,2873.9,2874.02,2785.25,2785.68,-94.66,-3.29%,0
10/9/2018,2882.51,2894.83,2874.27,2880.34,-4.09,-0.14%,0
10/8/2018,2877.53,2889.45,2862.08,2884.43,-1.14,-0.04%,0
10/5/2018,2902.54,2909.64,2869.29,2885.57,-16.04,-0.55%,0
10/4/2018,2919.35,2919.78,2883.92,2901.61,-23.9,-0.82%,0
10/3/2018,2931.69,2939.86,2921.36,2925.51,2.08,0.07%,0
10/2/2018,2923.8,2931.42,2919.37,2923.43,-1.16,-0.04%,0
10/1/2018,2926.29,2937.06,2917.91,2924.59,10.61,0.36%,0
9/28/2018,2910.03,2920.53,2907.5,2913.98,-0.02,0.00%,0
9/27/2018,2911.65,2927.22,2909.27,2914,8.03,0.28%,0
9/26/2018,2916.98,2931.15,2903.28,2905.97,-9.59,-0.33%,0
9/25/2018,2921.75,2923.95,2913.7,2915.56,-3.81,-0.13%,0
9/24/2018,2921.83,2923.79,2912.63,2919.37,-10.3,-0.35%,0
9/21/2018,2936.76,2940.91,2927.11,2929.67,-1.08,-0.04%,0
9/20/2018,2919.73,2934.8,2919.73,2930.75,22.8,0.78%,0
9/19/2018,2906.6,2912.36,2903.82,2907.95,3.64,0.13%,0
9/18/2018,2890.74,2911.17,2890.43,2904.31,15.51,0.54%,0
9/17/2018,2903.83,2904.65,2886.16,2888.8,-16.18,-0.56%,0
9/14/2018,2906.38,2908.3,2895.77,2904.98,0.8,0.03%,0
9/13/2018,2896.85,2906.76,2896.39,2904.18,15.26,0.53%,0
9/12/2018,2888.29,2894.65,2879.2,2888.92,1.03,0.04%,0
9/11/2018,2871.57,2892.52,2866.78,2887.89,10.76,0.37%,0
9/10/2018,2881.39,2886.93,2875.94,2877.13,5.45,0.19%,0
9/7/2018,2868.26,2883.81,2864.12,2871.68,-6.37,-0.22%,0
9/6/2018,2888.64,2892.05,2867.29,2878.05,-10.55,-0.37%,0
9/5/2018,2891.59,2894.21,2876.92,2888.6,-8.12,-0.28%,0
9/4/2018,2896.96,2900.18,2885.13,2896.72,-4.8,-0.17%,0
8/31/2018,2898.37,2906.32,2891.73,2901.52,0.39,0.01%,0
8/30/2018,2908.94,2912.46,2895.22,2901.13,-12.91,-0.44%,0
8/29/2018,2900.62,2916.5,2898.4,2914.04,16.52,0.57%,0
8/28/2018,2901.45,2903.77,2893.5,2897.52,0.78,0.03%,0
8/27/2018,2884.69,2898.25,2884.69,2896.74,22.05,0.77%,0
8/24/2018,2862.35,2876.16,2862.35,2874.69,17.71,0.62%,0
8/23/2018,2860.29,2868.78,2854.03,2856.98,-4.84,-0.17%,0
8/22/2018,2860.99,2867.54,2856.05,2861.82,-1.14,-0.04%,0
8/21/2018,2861.51,2873.23,2861.32,2862.96,5.91,0.21%,0
8/20/2018,2853.93,2859.76,2850.62,2857.05,6.92,0.24%,0
8/17/2018,2838.32,2855.63,2833.73,2850.13,9.44,0.33%,0
8/16/2018,2831.44,2850.49,2831.44,2840.69,22.32,0.79%,0
8/15/2018,2827.95,2827.95,2802.49,2818.37,-21.59,-0.76%,0
8/14/2018,2827.88,2843.11,2826.58,2839.96,18.03,0.64%,0
8/13/2018,2835.46,2843.4,2819.88,2821.93,-11.35,-0.40%,0
8/10/2018,2839.64,2842.2,2825.81,2833.28,-20.3,-0.71%,0
8/9/2018,2857.19,2862.48,2851.98,2853.58,-4.12,-0.14%,0
8/8/2018,2856.79,2862.44,2853.09,2857.7,-0.75,-0.03%,0
8/7/2018,2855.92,2863.43,2855.92,2858.45,8.05,0.28%,0
8/6/2018,2840.29,2853.29,2835.98,2850.4,10.05,0.35%,0
8/3/2018,2829.62,2840.38,2827.37,2840.35,13.13,0.46%,0
8/2/2018,2800.48,2829.91,2796.34,2827.22,13.86,0.49%,0
8/1/2018,2821.17,2825.83,2805.85,2813.36,-2.93,-0.10%,0
7/31/2018,2809.73,2824.46,2808.06,2816.29,13.69,0.49%,0
7/30/2018,2819,2821.74,2798.11,2802.6,-16.22,-0.58%,0
7/27/2018,2842.35,2843.17,2808.34,2818.82,-18.62,-0.66%,0
7/26/2018,2835.49,2845.57,2835.26,2837.44,-8.63,-0.30%,0
7/25/2018,2817.73,2848.03,2817.73,2846.07,25.67,0.91%,0
7/24/2018,2820.68,2829.99,2811.12,2820.4,13.42,0.48%,0
7/23/2018,2799.17,2808.61,2795.14,2806.98,5.15,0.18%,0
7/20/2018,2804.55,2809.7,2800.01,2801.83,-2.66,-0.09%,0
7/19/2018,2809.37,2812.05,2799.77,2804.49,-11.13,-0.40%,0
7/18/2018,2811.35,2816.76,2805.89,2815.62,6.07,0.22%,0
7/17/2018,2789.34,2814.19,2789.24,2809.55,11.12,0.40%,0
7/16/2018,2801.43,2803.71,2793.39,2798.43,-2.88,-0.10%,0
7/13/2018,2796.93,2804.53,2791.69,2801.31,3.02,0.11%,0
7/12/2018,2783.14,2799.22,2781.53,2798.29,24.27,0.87%,0
7/11/2018,2779.82,2785.91,2770.77,2774.02,-19.82,-0.71%,0
7/10/2018,2788.56,2795.58,2786.24,2793.84,9.67,0.35%,0
7/9/2018,2768.51,2784.65,2768.51,2784.17,24.35,0.88%,0
7/6/2018,2737.68,2764.41,2733.52,2759.82,23.21,0.85%,0
7/5/2018,2724.19,2737.83,2716.02,2736.61,23.39,0.86%,0
7/3/2018,2733.27,2736.58,2711.16,2713.22,-13.49,-0.49%,0
7/2/2018,2704.95,2727.26,2698.95,2726.71,8.34,0.31%,0
6/29/2018,2727.13,2743.26,2718.03,2718.37,2.06,0.08%,0
6/28/2018,2698.69,2724.34,2691.99,2716.31,16.68,0.62%,0
6/27/2018,2728.45,2746.09,2699.38,2699.63,-23.43,-0.86%,0
6/26/2018,2722.12,2732.91,2715.6,2723.06,5.99,0.22%,0
