Date,Adj Close,Year,,,Year,First Close,Last Close,Return for Year,Total Return 20 Years,Average Return 20 Years
5/10/1950,18.290001,1950,,,,,,,,
5/11/1950,18.290001,1950,,,,,,,,
5/12/1950,18.18,1950,,,,,,,,
5/15/1950,18.26,1950,,,,,,,,
5/16/1950,18.440001,1950,,,,,,,,
5/17/1950,18.52,1950,,,,,,,,
5/18/1950,18.559999,1950,,,,,,,,
5/19/1950,18.68,1950,,,,,,,,
5/22/1950,18.6,1950,,,,,,,,
5/23/1950,18.709999,1950,,,,,,,,
5/24/1950,18.690001,1950,,,,,,,,
5/25/1950,18.690001,1950,,,,,,,,
5/26/1950,18.67,1950,,,,,,,,
5/29/1950,18.719999,1950,,,,,,,,
5/31/1950,18.780001,1950,,,,,,,,
6/1/1950,18.77,1950,,,,,,,,
6/2/1950,18.790001,1950,,,,,,,,
6/5/1950,18.6,1950,,,,,,,,
6/6/1950,18.879999,1950,,,,,,,,
6/7/1950,18.93,1950,,,,,,,,
6/8/1950,19.139999,1950,,,,,,,,
6/9/1950,19.26,1950,,,,,,,,
6/12/1950,19.4,1950,,,,,,,,
6/13/1950,19.25,1950,,,,,,,,
6/14/1950,18.98,1950,,,,,,,,
6/15/1950,18.93,1950,,,,,,,,
6/16/1950,18.969999,1950,,,,,,,,
6/19/1950,18.92,1950,,,,,,,,
6/20/1950,18.83,1950,,,,,,,,
6/21/1950,19,1950,,,,,,,,
6/22/1950,19.16,1950,,,,,,,,
6/23/1950,19.139999,1950,,,,,,,,
6/26/1950,18.110001,1950,,,,,,,,
6/27/1950,17.91,1950,,,,,,,,
6/28/1950,18.110001,1950,,,,,,,,
6/29/1950,17.440001,1950,,,,,,,,
6/30/1950,17.690001,1950,,,,,,,,
7/3/1950,17.639999,1950,,,,,,,,
7/5/1950,17.809999,1950,,,,,,,,
7/6/1950,17.91,1950,,,,,,,,
7/7/1950,17.67,1950,,,,,,,,
7/10/1950,17.59,1950,,,,,,,,
7/11/1950,17.32,1950,,,,,,,,
7/12/1950,16.870001,1950,,,,,,,,
7/13/1950,16.690001,1950,,,,,,,,
7/14/1950,16.870001,1950,,,,,,,,
7/17/1950,16.68,1950,,,,,,,,
7/18/1950,17.059999,1950,,,,,,,,
7/19/1950,17.360001,1950,,,,,,,,
7/20/1950,17.610001,1950,,,,,,,,
7/21/1950,17.59,1950,,,,,,,,
7/24/1950,17.48,1950,,,,,,,,
7/25/1950,17.23,1950,,,,,,,,
7/26/1950,17.27,1950,,,,,,,,
7/27/1950,17.5,1950,,,,,,,,
7/28/1950,17.690001,1950,,,,,,,,
7/31/1950,17.84,1950,,,,,,,,
8/1/1950,18.02,1950,,,,,,,,
8/2/1950,17.950001,1950,,,,,,,,
8/3/1950,17.99,1950,,,,,,,,
8/4/1950,18.139999,1950,,,,,,,,
8/7/1950,18.41,1950,,,,,,,,
8/8/1950,18.459999,1950,,,,,,,,
8/9/1950,18.610001,1950,,,,,,,,
8/10/1950,18.48,1950,,,,,,,,
8/11/1950,18.280001,1950,,,,,,,,
8/14/1950,18.290001,1950,,,,,,,,
8/15/1950,18.32,1950,,,,,,,,
8/16/1950,18.34,1950,,,,,,,,
8/17/1950,18.540001,1950,,,,,,,,
8/18/1950,18.68,1950,,,,,,,,
8/21/1950,18.700001,1950,,,,,,,,
8/22/1950,18.68,1950,,,,,,,,
8/23/1950,18.82,1950,,,,,,,,
8/24/1950,18.790001,1950,,,,,,,,
8/25/1950,18.540001,1950,,,,,,,,
8/28/1950,18.530001,1950,,,,,,,,
8/29/1950,18.540001,1950,,,,,,,,
8/30/1950,18.43,1950,,,,,,,,
8/31/1950,18.42,1950,,,,,,,,
9/1/1950,18.549999,1950,,,,,,,,
9/5/1950,18.68,1950,,,,,,,,
9/6/1950,18.540001,1950,,,,,,,,
9/7/1950,18.59,1950,,,,,,,,
9/8/1950,18.75,1950,,,,,,,,
9/11/1950,18.610001,1950,,,,,,,,
9/12/1950,18.870001,1950,,,,,,,,
9/13/1950,19.09,1950,,,,,,,,
9/14/1950,19.18,1950,,,,,,,,
9/15/1950,19.290001,1950,,,,,,,,
9/18/1950,19.370001,1950,,,,,,,,
9/19/1950,19.309999,1950,,,,,,,,
9/20/1950,19.209999,1950,,,,,,,,
9/21/1950,19.370001,1950,,,,,,,,
9/22/1950,19.440001,1950,,,,,,,,
9/25/1950,19.42,1950,,,,,,,,
9/26/1950,19.139999,1950,,,,,,,,
9/27/1950,19.41,1950,,,,,,,,
9/28/1950,19.42,1950,,,,,,,,
9/29/1950,19.450001,1950,,,,,,,,
10/2/1950,19.690001,1950,,,,,,,,
10/3/1950,19.66,1950,,,,,,,,
10/4/1950,20,1950,,,,,,,,
10/5/1950,19.889999,1950,,,,,,,,
10/6/1950,20.120001,1950,,,,,,,,
10/9/1950,20,1950,,,,,,,,
10/10/1950,19.780001,1950,,,,,,,,
10/11/1950,19.860001,1950,,,,,,,,
10/13/1950,19.85,1950,,,,,,,,
10/16/1950,19.709999,1950,,,,,,,,
10/17/1950,19.889999,1950,,,,,,,,
10/18/1950,20.01,1950,,,,,,,,
10/19/1950,20.02,1950,,,,,,,,
10/20/1950,19.959999,1950,,,,,,,,
10/23/1950,19.959999,1950,,,,,,,,
10/24/1950,20.08,1950,,,,,,,,
10/25/1950,20.049999,1950,,,,,,,,
10/26/1950,19.610001,1950,,,,,,,,
10/27/1950,19.77,1950,,,,,,,,
10/30/1950,19.610001,1950,,,,,,,,
10/31/1950,19.530001,1950,,,,,,,,
11/1/1950,19.559999,1950,,,,,,,,
11/2/1950,19.73,1950,,,,,,,,
11/3/1950,19.85,1950,,,,,,,,
11/6/1950,19.360001,1950,,,,,,,,
11/8/1950,19.559999,1950,,,,,,,,
11/9/1950,19.790001,1950,,,,,,,,
11/10/1950,19.940001,1950,,,,,,,,
11/13/1950,20.01,1950,,,,,,,,
11/14/1950,19.860001,1950,,,,,,,,
11/15/1950,19.82,1950,,,,,,,,
11/16/1950,19.719999,1950,,,,,,,,
11/17/1950,19.860001,1950,,,,,,,,
11/20/1950,19.93,1950,,,,,,,,
11/21/1950,19.879999,1950,,,,,,,,
11/22/1950,20.16,1950,,,,,,,,
11/24/1950,20.32,1950,,,,,,,,
11/27/1950,20.18,1950,,,,,,,,
11/28/1950,19.559999,1950,,,,,,,,
11/29/1950,19.370001,1950,,,,,,,,
11/30/1950,19.51,1950,,,,,,,,
12/1/1950,19.66,1950,,,,,,,,
12/4/1950,19,1950,,,,,,,,
12/5/1950,19.309999,1950,,,,,,,,
12/6/1950,19.450001,1950,,,,,,,,
12/7/1950,19.4,1950,,,,,,,,
12/8/1950,19.4,1950,,,,,,,,
12/11/1950,19.719999,1950,,,,,,,,
12/12/1950,19.68,1950,,,,,,,,
12/13/1950,19.67,1950,,,,,,,,
12/14/1950,19.43,1950,,,,,,,,
12/15/1950,19.33,1950,,,,,,,,
12/18/1950,19.85,1950,,,,,,,,
12/19/1950,19.959999,1950,,,,,,,,
12/20/1950,19.969999,1950,,,,,,,,
12/21/1950,19.98,1950,,,,,,,,
12/22/1950,20.07,1950,,,,,,,,
12/26/1950,19.92,1950,,,,,,,,
12/27/1950,20.299999,1950,,,,,,,,
12/28/1950,20.379999,1950,,,,,,,,
12/29/1950,20.43,1950,,,,,,,,
1/2/1951,20.77,1951,,,,,,,,
1/3/1951,20.690001,1951,,,,,,,,
1/4/1951,20.870001,1951,,,,,,,,
1/5/1951,20.870001,1951,,,,,,,,
1/8/1951,21,1951,,,,,,,,
1/9/1951,21.120001,1951,,,,,,,,
1/10/1951,20.85,1951,,,,,,,,
1/11/1951,21.190001,1951,,,,,,,,
1/12/1951,21.110001,1951,,,,,,,,
1/15/1951,21.299999,1951,,,,,,,,
1/16/1951,21.459999,1951,,,,,,,,
1/17/1951,21.549999,1951,,,,,,,,
1/18/1951,21.4,1951,,,,,,,,
1/19/1951,21.360001,1951,,,,,,,,
1/22/1951,21.18,1951,,,,,,,,
1/23/1951,21.26,1951,,,,,,,,
1/24/1951,21.16,1951,,,,,,,,
1/25/1951,21.030001,1951,,,,,,,,
1/26/1951,21.26,1951,,,,,,,,
1/29/1951,21.67,1951,,,,,,,,
1/30/1951,21.74,1951,,,,,,,,
1/31/1951,21.66,1951,,,,,,,,
2/1/1951,21.77,1951,,,,,,,,
2/2/1951,21.959999,1951,,,,,,,,
2/5/1951,22.200001,1951,,,,,,,,
2/6/1951,22.120001,1951,,,,,,,,
2/7/1951,21.99,1951,,,,,,,,
2/8/1951,22.09,1951,,,,,,,,
2/9/1951,22.17,1951,,,,,,,,
2/13/1951,22.18,1951,,,,,,,,
2/14/1951,22.120001,1951,,,,,,,,
2/15/1951,22,1951,,,,,,,,
2/16/1951,22.129999,1951,,,,,,,,
2/19/1951,21.83,1951,,,,,,,,
2/20/1951,21.790001,1951,,,,,,,,
2/21/1951,21.860001,1951,,,,,,,,
2/23/1951,21.92,1951,,,,,,,,
2/26/1951,21.93,1951,,,,,,,,
2/27/1951,21.76,1951,,,,,,,,
2/28/1951,21.799999,1951,,,,,,,,
3/1/1951,21.85,1951,,,,,,,,
3/2/1951,21.93,1951,,,,,,,,
3/5/1951,21.790001,1951,,,,,,,,
3/6/1951,21.790001,1951,,,,,,,,
3/7/1951,21.860001,1951,,,,,,,,
3/8/1951,21.950001,1951,,,,,,,,
3/9/1951,21.950001,1951,,,,,,,,
3/12/1951,21.700001,1951,,,,,,,,
3/13/1951,21.41,1951,,,,,,,,
3/14/1951,21.25,1951,,,,,,,,
3/15/1951,21.290001,1951,,,,,,,,
3/16/1951,21.639999,1951,,,,,,,,
3/19/1951,21.559999,1951,,,,,,,,
3/20/1951,21.52,1951,,,,,,,,
3/21/1951,21.639999,1951,,,,,,,,
3/22/1951,21.73,1951,,,,,,,,
3/26/1951,21.530001,1951,,,,,,,,
3/27/1951,21.51,1951,,,,,,,,
3/28/1951,21.26,1951,,,,,,,,
3/29/1951,21.33,1951,,,,,,,,
3/30/1951,21.48,1951,,,,,,,,
4/2/1951,21.32,1951,,,,,,,,
4/3/1951,21.26,1951,,,,,,,,
4/4/1951,21.4,1951,,,,,,,,
4/5/1951,21.690001,1951,,,,,,,,
4/6/1951,21.719999,1951,,,,,,,,
4/9/1951,21.68,1951,,,,,,,,
4/10/1951,21.65,1951,,,,,,,,
4/11/1951,21.639999,1951,,,,,,,,
4/12/1951,21.83,1951,,,,,,,,
4/13/1951,22.09,1951,,,,,,,,
4/16/1951,22.040001,1951,,,,,,,,
4/17/1951,22.09,1951,,,,,,,,
4/18/1951,22.129999,1951,,,,,,,,
4/19/1951,22.040001,1951,,,,,,,,
4/20/1951,22.040001,1951,,,,,,,,
4/23/1951,22.049999,1951,,,,,,,,
4/24/1951,21.959999,1951,,,,,,,,
4/25/1951,21.969999,1951,,,,,,,,
4/26/1951,22.16,1951,,,,,,,,
4/27/1951,22.389999,1951,,,,,,,,
4/30/1951,22.43,1951,,,,,,,,
5/1/1951,22.530001,1951,,,,,,,,
5/2/1951,22.620001,1951,,,,,,,,
5/3/1951,22.809999,1951,,,,,,,,
5/4/1951,22.77,1951,,,,,,,,
5/7/1951,22.629999,1951,,,,,,,,
5/8/1951,22.610001,1951,,,,,,,,
5/9/1951,22.639999,1951,,,,,,,,
5/10/1951,22.51,1951,,,,,,,,
5/11/1951,22.33,1951,,,,,,,,
5/14/1951,22.18,1951,,,,,,,,
5/15/1951,21.76,1951,,,,,,,,
5/16/1951,21.690001,1951,,,,,,,,
5/17/1951,21.91,1951,,,,,,,,
5/18/1951,21.51,1951,,,,,,,,
5/21/1951,21.459999,1951,,,,,,,,
5/22/1951,21.360001,1951,,,,,,,,
5/23/1951,21.16,1951,,,,,,,,
5/24/1951,21.049999,1951,,,,,,,,
5/25/1951,21.030001,1951,,,,,,,,
5/28/1951,21.209999,1951,,,,,,,,
5/29/1951,21.35,1951,,,,,,,,
5/31/1951,21.52,1951,,,,,,,,
6/1/1951,21.48,1951,,,,,,,,
6/4/1951,21.24,1951,,,,,,,,
6/5/1951,21.33,1951,,,,,,,,
6/6/1951,21.48,1951,,,,,,,,
6/7/1951,21.559999,1951,,,,,,,,
6/8/1951,21.49,1951,,,,,,,,
6/11/1951,21.610001,1951,,,,,,,,
6/12/1951,21.52,1951,,,,,,,,
6/13/1951,21.549999,1951,,,,,,,,
6/14/1951,21.84,1951,,,,,,,,
6/15/1951,22.040001,1951,,,,,,,,
6/18/1951,22.049999,1951,,,,,,,,
6/19/1951,22.02,1951,,,,,,,,
6/20/1951,21.91,1951,,,,,,,,
6/21/1951,21.780001,1951,,,,,,,,
6/22/1951,21.549999,1951,,,,,,,,
6/25/1951,21.290001,1951,,,,,,,,
6/26/1951,21.299999,1951,,,,,,,,
6/27/1951,21.370001,1951,,,,,,,,
6/28/1951,21.1,1951,,,,,,,,
6/29/1951,20.959999,1951,,,,,,,,
7/2/1951,21.1,1951,,,,,,,,
7/3/1951,21.23,1951,,,,,,,,
7/5/1951,21.639999,1951,,,,,,,,
7/6/1951,21.639999,1951,,,,,,,,
7/9/1951,21.73,1951,,,,,,,,
7/10/1951,21.629999,1951,,,,,,,,
7/11/1951,21.68,1951,,,,,,,,
7/12/1951,21.799999,1951,,,,,,,,
7/13/1951,21.98,1951,,,,,,,,
7/16/1951,21.73,1951,,,,,,,,
7/17/1951,21.92,1951,,,,,,,,
7/18/1951,21.879999,1951,,,,,,,,
7/19/1951,21.84,1951,,,,,,,,
7/20/1951,21.879999,1951,,,,,,,,
7/23/1951,22.1,1951,,,,,,,,
7/24/1951,22.440001,1951,,,,,,,,
7/25/1951,22.32,1951,,,,,,,,
7/26/1951,22.469999,1951,,,,,,,,
7/27/1951,22.530001,1951,,,,,,,,
7/30/1951,22.629999,1951,,,,,,,,
7/31/1951,22.4,1951,,,,,,,,
8/1/1951,22.51,1951,,,,,,,,
8/2/1951,22.82,1951,,,,,,,,
8/3/1951,22.85,1951,,,,,,,,
8/6/1951,23.01,1951,,,,,,,,
8/7/1951,23.030001,1951,,,,,,,,
8/8/1951,22.93,1951,,,,,,,,
8/9/1951,22.84,1951,,,,,,,,
8/10/1951,22.790001,1951,,,,,,,,
8/13/1951,22.799999,1951,,,,,,,,
8/14/1951,22.700001,1951,,,,,,,,
8/15/1951,22.790001,1951,,,,,,,,
8/16/1951,22.870001,1951,,,,,,,,
8/17/1951,22.940001,1951,,,,,,,,
8/20/1951,22.93,1951,,,,,,,,
8/21/1951,22.83,1951,,,,,,,,
8/22/1951,22.75,1951,,,,,,,,
8/23/1951,22.9,1951,,,,,,,,
8/24/1951,22.879999,1951,,,,,,,,
8/27/1951,22.85,1951,,,,,,,,
8/28/1951,22.9,1951,,,,,,,,
8/29/1951,23.08,1951,,,,,,,,
8/30/1951,23.24,1951,,,,,,,,
8/31/1951,23.280001,1951,,,,,,,,
9/4/1951,23.280001,1951,,,,,,,,
9/5/1951,23.42,1951,,,,,,,,
9/6/1951,23.469999,1951,,,,,,,,
9/7/1951,23.530001,1951,,,,,,,,
9/10/1951,23.620001,1951,,,,,,,,
9/11/1951,23.5,1951,,,,,,,,
9/12/1951,23.6,1951,,,,,,,,
9/13/1951,23.709999,1951,,,,,,,,
9/14/1951,23.690001,1951,,,,,,,,
9/17/1951,23.620001,1951,,,,,,,,
9/18/1951,23.59,1951,,,,,,,,
9/19/1951,23.59,1951,,,,,,,,
9/20/1951,23.57,1951,,,,,,,,
9/21/1951,23.4,1951,,,,,,,,
9/24/1951,23.299999,1951,,,,,,,,
9/25/1951,23.379999,1951,,,,,,,,
9/26/1951,23.4,1951,,,,,,,,
9/27/1951,23.27,1951,,,,,,,,
9/28/1951,23.26,1951,,,,,,,,
10/1/1951,23.469999,1951,,,,,,,,
10/2/1951,23.639999,1951,,,,,,,,
10/3/1951,23.790001,1951,,,,,,,,
10/4/1951,23.719999,1951,,,,,,,,
10/5/1951,23.780001,1951,,,,,,,,
10/8/1951,23.75,1951,,,,,,,,
10/9/1951,23.65,1951,,,,,,,,
10/10/1951,23.610001,1951,,,,,,,,
10/11/1951,23.700001,1951,,,,,,,,
10/15/1951,23.85,1951,,,,,,,,
10/16/1951,23.77,1951,,,,,,,,
10/17/1951,23.690001,1951,,,,,,,,
10/18/1951,23.67,1951,,,,,,,,
10/19/1951,23.32,1951,,,,,,,,
10/22/1951,22.75,1951,,,,,,,,
10/23/1951,22.84,1951,,,,,,,,
10/24/1951,23.030001,1951,,,,,,,,
10/25/1951,22.959999,1951,,,,,,,,
10/26/1951,22.809999,1951,,,,,,,,
10/29/1951,22.690001,1951,,,,,,,,
10/30/1951,22.66,1951,,,,,,,,
10/31/1951,22.940001,1951,,,,,,,,
11/1/1951,23.1,1951,,,,,,,,
11/2/1951,22.93,1951,,,,,,,,
11/5/1951,22.82,1951,,,,,,,,
11/7/1951,22.49,1951,,,,,,,,
11/8/1951,22.469999,1951,,,,,,,,
11/9/1951,22.75,1951,,,,,,,,
11/13/1951,22.790001,1951,,,,,,,,
11/14/1951,22.85,1951,,,,,,,,
11/15/1951,22.84,1951,,,,,,,,
11/16/1951,22.82,1951,,,,,,,,
11/19/1951,22.73,1951,,,,,,,,
11/20/1951,22.68,1951,,,,,,,,
11/21/1951,22.639999,1951,,,,,,,,
11/23/1951,22.4,1951,,,,,,,,
11/26/1951,22.43,1951,,,,,,,,
11/27/1951,22.66,1951,,,,,,,,
11/28/1951,22.610001,1951,,,,,,,,
11/29/1951,22.67,1951,,,,,,,,
11/30/1951,22.879999,1951,,,,,,,,
12/3/1951,23.01,1951,,,,,,,,
12/4/1951,23.139999,1951,,,,,,,,
12/5/1951,23.07,1951,,,,,,,,
12/6/1951,23.34,1951,,,,,,,,
12/7/1951,23.379999,1951,,,,,,,,
12/10/1951,23.42,1951,,,,,,,,
12/11/1951,23.299999,1951,,,,,,,,
12/12/1951,23.370001,1951,,,,,,,,
12/13/1951,23.389999,1951,,,,,,,,
12/14/1951,23.370001,1951,,,,,,,,
12/17/1951,23.41,1951,,,,,,,,
12/18/1951,23.49,1951,,,,,,,,
12/19/1951,23.57,1951,,,,,,,,
12/20/1951,23.57,1951,,,,,,,,
12/21/1951,23.51,1951,,,,,,,,
12/24/1951,23.540001,1951,,,,,,,,
12/26/1951,23.440001,1951,,,,,,,,
12/27/1951,23.65,1951,,,,,,,,
12/28/1951,23.690001,1951,,,,,,,,
12/31/1951,23.77,1951,,,,,,,,
1/2/1952,23.799999,1952,,,,,,,,
1/3/1952,23.879999,1952,,,,,,,,
1/4/1952,23.92,1952,,,,,,,,
1/7/1952,23.91,1952,,,,,,,,
1/8/1952,23.82,1952,,,,,,,,
1/9/1952,23.74,1952,,,,,,,,
1/10/1952,23.860001,1952,,,,,,,,
1/11/1952,23.98,1952,,,,,,,,
1/14/1952,24.16,1952,,,,,,,,
1/15/1952,24.059999,1952,,,,,,,,
1/16/1952,24.09,1952,,,,,,,,
1/17/1952,24.200001,1952,,,,,,,,
1/18/1952,24.25,1952,,,,,,,,
1/21/1952,24.459999,1952,,,,,,,,
1/22/1952,24.66,1952,,,,,,,,
1/23/1952,24.540001,1952,,,,,,,,
1/24/1952,24.559999,1952,,,,,,,,
1/25/1952,24.549999,1952,,,,,,,,
1/28/1952,24.610001,1952,,,,,,,,
1/29/1952,24.57,1952,,,,,,,,
1/30/1952,24.23,1952,,,,,,,,
1/31/1952,24.139999,1952,,,,,,,,
2/1/1952,24.299999,1952,,,,,,,,
2/4/1952,24.120001,1952,,,,,,,,
2/5/1952,24.110001,1952,,,,,,,,
2/6/1952,24.18,1952,,,,,,,,
2/7/1952,24.110001,1952,,,,,,,,
2/8/1952,24.24,1952,,,,,,,,
2/11/1952,24.110001,1952,,,,,,,,
2/13/1952,23.92,1952,,,,,,,,
2/14/1952,23.870001,1952,,,,,,,,
2/15/1952,23.860001,1952,,,,,,,,
2/18/1952,23.74,1952,,,,,,,,
2/19/1952,23.360001,1952,,,,,,,,
2/20/1952,23.09,1952,,,,,,,,
2/21/1952,23.16,1952,,,,,,,,
2/25/1952,23.23,1952,,,,,,,,
2/26/1952,23.15,1952,,,,,,,,
2/27/1952,23.18,1952,,,,,,,,
2/28/1952,23.290001,1952,,,,,,,,
2/29/1952,23.26,1952,,,,,,,,
3/3/1952,23.290001,1952,,,,,,,,
3/4/1952,23.68,1952,,,,,,,,
3/5/1952,23.709999,1952,,,,,,,,
3/6/1952,23.690001,1952,,,,,,,,
3/7/1952,23.719999,1952,,,,,,,,
3/10/1952,23.6,1952,,,,,,,,
3/11/1952,23.620001,1952,,,,,,,,
3/12/1952,23.73,1952,,,,,,,,
3/13/1952,23.75,1952,,,,,,,,
3/14/1952,23.75,1952,,,,,,,,
3/17/1952,23.92,1952,,,,,,,,
3/18/1952,23.870001,1952,,,,,,,,
3/19/1952,23.82,1952,,,,,,,,
3/20/1952,23.889999,1952,,,,,,,,
3/21/1952,23.93,1952,,,,,,,,
3/24/1952,23.93,1952,,,,,,,,
3/25/1952,23.790001,1952,,,,,,,,
3/26/1952,23.780001,1952,,,,,,,,
3/27/1952,23.99,1952,,,,,,,,
3/28/1952,24.18,1952,,,,,,,,
3/31/1952,24.370001,1952,,,,,,,,
4/1/1952,24.18,1952,,,,,,,,
4/2/1952,24.120001,1952,,,,,,,,
4/3/1952,24.120001,1952,,,,,,,,
4/4/1952,24.02,1952,,,,,,,,
4/7/1952,23.799999,1952,,,,,,,,
4/8/1952,23.91,1952,,,,,,,,
4/9/1952,23.940001,1952,,,,,,,,
4/10/1952,24.110001,1952,,,,,,,,
4/14/1952,23.950001,1952,,,,,,,,
4/15/1952,23.65,1952,,,,,,,,
4/16/1952,23.58,1952,,,,,,,,
4/17/1952,23.41,1952,,,,,,,,
4/18/1952,23.5,1952,,,,,,,,
4/21/1952,23.690001,1952,,,,,,,,
4/22/1952,23.58,1952,,,,,,,,
4/23/1952,23.48,1952,,,,,,,,
4/24/1952,23.43,1952,,,,,,,,
4/25/1952,23.540001,1952,,,,,,,,
4/28/1952,23.549999,1952,,,,,,,,
4/29/1952,23.49,1952,,,,,,,,
4/30/1952,23.32,1952,,,,,,,,
5/1/1952,23.17,1952,,,,,,,,
5/2/1952,23.559999,1952,,,,,,,,
5/5/1952,23.66,1952,,,,,,,,
5/6/1952,23.67,1952,,,,,,,,
5/7/1952,23.809999,1952,,,,,,,,
5/8/1952,23.860001,1952,,,,,,,,
5/9/1952,23.84,1952,,,,,,,,
5/12/1952,23.75,1952,,,,,,,,
5/13/1952,23.780001,1952,,,,,,,,
5/14/1952,23.68,1952,,,,,,,,
5/15/1952,23.6,1952,,,,,,,,
5/16/1952,23.559999,1952,,,,,,,,
5/19/1952,23.610001,1952,,,,,,,,
5/20/1952,23.74,1952,,,,,,,,
5/21/1952,23.780001,1952,,,,,,,,
5/22/1952,23.91,1952,,,,,,,,
5/23/1952,23.889999,1952,,,,,,,,
5/26/1952,23.940001,1952,,,,,,,,
5/27/1952,23.879999,1952,,,,,,,,
5/28/1952,23.84,1952,,,,,,,,
5/29/1952,23.860001,1952,,,,,,,,
6/2/1952,23.799999,1952,,,,,,,,
6/3/1952,23.780001,1952,,,,,,,,
6/4/1952,23.950001,1952,,,,,,,,
6/5/1952,24.1,1952,,,,,,,,
6/6/1952,24.26,1952,,,,,,,,
6/9/1952,24.370001,1952,,,,,,,,
6/10/1952,24.23,1952,,,,,,,,
6/11/1952,24.309999,1952,,,,,,,,
6/12/1952,24.309999,1952,,,,,,,,
6/13/1952,24.370001,1952,,,,,,,,
6/16/1952,24.299999,1952,,,,,,,,
6/17/1952,24.33,1952,,,,,,,,
6/18/1952,24.43,1952,,,,,,,,
6/19/1952,24.51,1952,,,,,,,,
6/20/1952,24.59,1952,,,,,,,,
6/23/1952,24.559999,1952,,,,,,,,
6/24/1952,24.6,1952,,,,,,,,
6/25/1952,24.66,1952,,,,,,,,
6/26/1952,24.75,1952,,,,,,,,
6/27/1952,24.83,1952,,,,,,,,
6/30/1952,24.959999,1952,,,,,,,,
7/1/1952,25.120001,1952,,,,,,,,
7/2/1952,25.059999,1952,,,,,,,,
7/3/1952,25.049999,1952,,,,,,,,
7/7/1952,24.969999,1952,,,,,,,,
7/8/1952,24.959999,1952,,,,,,,,
7/9/1952,24.860001,1952,,,,,,,,
7/10/1952,24.809999,1952,,,,,,,,
7/11/1952,24.98,1952,,,,,,,,
7/14/1952,25.030001,1952,,,,,,,,
7/15/1952,25.16,1952,,,,,,,,
7/16/1952,25.16,1952,,,,,,,,
7/17/1952,25.049999,1952,,,,,,,,
7/18/1952,24.85,1952,,,,,,,,
7/21/1952,24.950001,1952,,,,,,,,
7/22/1952,25,1952,,,,,,,,
7/23/1952,25.110001,1952,,,,,,,,
7/24/1952,25.24,1952,,,,,,,,
7/25/1952,25.16,1952,,,,,,,,
7/28/1952,25.200001,1952,,,,,,,,
7/29/1952,25.26,1952,,,,,,,,
7/30/1952,25.370001,1952,,,,,,,,
7/31/1952,25.4,1952,,,,,,,,
8/1/1952,25.450001,1952,,,,,,,,
8/4/1952,25.43,1952,,,,,,,,
8/5/1952,25.459999,1952,,,,,,,,
8/6/1952,25.440001,1952,,,,,,,,
8/7/1952,25.52,1952,,,,,,,,
8/8/1952,25.549999,1952,,,,,,,,
8/11/1952,25.52,1952,,,,,,,,
8/12/1952,25.309999,1952,,,,,,,,
8/13/1952,25.280001,1952,,,,,,,,
8/14/1952,25.280001,1952,,,,,,,,
8/15/1952,25.200001,1952,,,,,,,,
8/18/1952,24.940001,1952,,,,,,,,
8/19/1952,24.889999,1952,,,,,,,,
8/20/1952,24.950001,1952,,,,,,,,
8/21/1952,24.98,1952,,,,,,,,
8/22/1952,24.99,1952,,,,,,,,
8/25/1952,24.870001,1952,,,,,,,,
8/26/1952,24.83,1952,,,,,,,,
8/27/1952,24.940001,1952,,,,,,,,
8/28/1952,24.969999,1952,,,,,,,,
8/29/1952,25.030001,1952,,,,,,,,
9/2/1952,25.15,1952,,,,,,,,
9/3/1952,25.25,1952,,,,,,,,
9/4/1952,25.24,1952,,,,,,,,
9/5/1952,25.209999,1952,,,,,,,,
9/8/1952,25.110001,1952,,,,,,,,
9/9/1952,24.860001,1952,,,,,,,,
9/10/1952,24.690001,1952,,,,,,,,
9/11/1952,24.719999,1952,,,,,,,,
9/12/1952,24.709999,1952,,,,,,,,
9/15/1952,24.450001,1952,,,,,,,,
9/16/1952,24.530001,1952,,,,,,,,
9/17/1952,24.58,1952,,,,,,,,
9/18/1952,24.51,1952,,,,,,,,
9/19/1952,24.57,1952,,,,,,,,
9/22/1952,24.59,1952,,,,,,,,
9/23/1952,24.700001,1952,,,,,,,,
9/24/1952,24.790001,1952,,,,,,,,
9/25/1952,24.809999,1952,,,,,,,,
9/26/1952,24.73,1952,,,,,,,,
9/29/1952,24.68,1952,,,,,,,,
9/30/1952,24.540001,1952,,,,,,,,
10/1/1952,24.48,1952,,,,,,,,
10/2/1952,24.52,1952,,,,,,,,
10/3/1952,24.5,1952,,,,,,,,
10/6/1952,24.440001,1952,,,,,,,,
10/7/1952,24.4,1952,,,,,,,,
10/8/1952,24.58,1952,,,,,,,,
10/9/1952,24.57,1952,,,,,,,,
10/10/1952,24.549999,1952,,,,,,,,
10/14/1952,24.48,1952,,,,,,,,
10/15/1952,24.059999,1952,,,,,,,,
10/16/1952,23.91,1952,,,,,,,,
10/17/1952,24.200001,1952,,,,,,,,
10/20/1952,24.129999,1952,,,,,,,,
10/21/1952,24.07,1952,,,,,,,,
10/22/1952,23.799999,1952,,,,,,,,
10/23/1952,23.870001,1952,,,,,,,,
10/24/1952,24.030001,1952,,,,,,,,
10/27/1952,24.09,1952,,,,,,,,
10/28/1952,24.129999,1952,,,,,,,,
10/29/1952,24.15,1952,,,,,,,,
10/30/1952,24.15,1952,,,,,,,,
